Accomodation_Type,Any_Relationships,From_Dummy,Household_ID,Resident_Count,Ownership_Type,QID,Census_Address,Census_Address_Postcode,Census_Address_Country,Census_Address_Indicator,Resident_Count_verify,Other_Address_Count,Other_Address_Count_verify
6,,0,h69364798681850348,2,-9,q6501099322612767,"28 Evans valley
Port Maria",HU32 7NA,199,289811401888,2,30,30
5,,0,h83488293196188386,1,-9,q5686397688418775,"04 Jenkins crossroad
South Hayleyfurt",B6F 0TY,400,520873743597,1,26,26
2,,0,h37648807797454024,2,-7,q6215553281822787,"Flat 65
Marc land
East Elliott",W1 6AE,181,639957389910,2,33,33
7,,0,h99678279203712963,2,1,q9606360466672636,"8 Joanne harbor
Reecehaven",B3H 0ET,286,286897387644,2,77,77
-9,,0,h79300825696919534,2,2,q8086563595866512,"346 Beth viaduct
Jadeview",PO3P 6QY,170,116332305903,2,94,94
3,,0,h27878273753230841,2,4,q3549641899025474,"3 Scott roads
Michaelport",KY8B 2DX,911,47885223807,2,58,58
4,,0,h80414186195798628,2,2,q2871836415329950,"971 Hill ports
Amybury",M4 0JZ,340,632061791775,2,59,59
-9,,0,h86377554919320480,4,2,q9292674347142696,"350 Williams manors
Priceville",TA28 6HY,774,860493258242,4,38,38
3,,0,h39527220512858214,2,-9,q1342117907707645,"2 Owens crossing
West Guyshire",KY8 8TX,776,814552443794,2,41,41
2,,0,h63898608367197279,2,-9,q6620978944528307,"Studio 90k
Luke cape
Lake Jade",L93 9TG,130,420001638041,2,0,0
4,,0,h26383990388892166,2,-7,q9918281731196857,"7 Rita throughway
South Brianfort",NR16 1TA,279,860571930233,2,42,42
1,,0,h91706528190550262,1,2,q3152532795656818,"0 Patel point
Tracyland",EH6 6HG,366,494142852187,1,80,80
3,,0,h66978446836685805,1,1,q2245489959749306,"Flat 1
Yvonne brooks
West Billyside",PL6N 1SD,260,331094541880,1,83,83
2,,0,h13561307734886273,4,4,q2991315158369282,"696 Robin rue
New Aimee",B2U 6UX,459,350178320162,4,59,59
-3,,0,h90381069633546918,5,-7,q4100895980349280,"Studio 0
Shah mountain
Martinmouth",FY6V 7UQ,819,477231360984,5,80,80
-3,,0,h43381226199078117,2,1,q1605123439067715,"9 Davies cliff
Alanfort",KT30 8PW,440,397102680253,2,59,59
6,,0,h77553241111597357,4,3,q4832079095212096,"Studio 6
Patel prairie
Bradleyfurt",WR23 7DF,446,853179441336,4,68,68
-9,,0,h48000557429457468,2,2,q8997492694569447,"19 Yates highway
Johnton",E7 1TR,408,49920889616,2,38,38
4,,0,h54410697857944131,3,3,q2900084800197825,"26 Miller prairie
Chanville",S96 7UQ,141,425317736575,3,27,27
2,,0,h72006776497617040,2,1,q4812578227918331,"Flat 7
Bell ridges
North Aliceburgh",B31 6EW,932,619543278241,2,75,75
2,,0,h31604127137106996,1,4,q9878055116496441,"466 Marilyn turnpike
Rosemarybury",EX62 2DJ,956,944097973915,1,79,79
1,,0,h47963101989416116,3,5,q2626097300179467,"Studio 58
Jeffrey hills
Wrightshire",PE1 6TH,851,983967770447,3,60,60
3,,0,h60999770253654671,2,4,q5236972994943627,"Flat 34
Josephine ford
New Gerardbury",B8F 4XJ,224,819199545253,2,67,67
4,,0,h35628306805843536,2,4,q6970291317400639,"6 Bird trafficway
Lake Sandra",G3F 4LW,531,618524239022,2,84,84
-3,,0,h61582735788972273,2,-9,q7914351914231878,"242 Sheila tunnel
Pritchardfort",CW6E 8PU,764,703331321898,2,98,98
5,,0,h38740960724240579,5,1,q2574050778457454,"64 Doherty station
North Diane",WR1R 1RG,893,196943565329,5,93,93
1,,0,h96616241670873832,2,4,q9624688608686916,"Studio 88R
Nicholson tunnel
North Geoffrey",OX7N 6WH,893,17291347785,2,86,86
-7,,0,h63950038588981071,1,2,q1229589786898758,"Flat 76
Jones forest
Leeburgh",NN1 2HP,704,412470631780,1,40,40
4,,0,h99555329543265476,4,1,q3465267493064560,"877 Thompson corners
South Josh",GU24 2YR,603,595443000334,4,13,13
-3,,0,h55256733978645686,4,2,q6040438529506544,"67 Donald stream
New Brendaland",CH7 0ZH,773,841092221060,4,72,72
2,,0,h73565889885356778,2,1,q1035563000604678,"857 Malcolm manors
New Abigail",LN5 7WH,778,130641713621,2,34,34
-9,,0,h39614671185988348,3,3,q4822392366551857,"893 Natasha locks
North Lauraburgh",S7 8FA,197,403300860732,3,30,30
5,,0,h20453373720392508,2,-7,q8239051684608363,"Flat 31
Harding glens
Grayville",G3B 2HG,969,909320076800,2,36,36
1,,0,h70632255136461165,2,3,q7815657462313439,"Flat 04
Kennedy valley
Port Lauraberg",ZE7Y 1YW,270,401845904697,2,36,36
3,,0,h56043857461385644,2,5,q6737284757419331,"9 Dylan crossing
East Leonard",HX6V 2TX,545,205588015969,2,61,61
-9,,0,h63215483780474074,2,2,q2417699276953284,"Studio 94
Henderson drives
North Tracey",WN4 1SN,444,193343717799,2,40,40
7,,0,h89946563494754525,3,5,q6783735199339566,"Flat 24
Geoffrey plaza
Glennburgh",E50 1GB,276,265801424621,3,27,27
1,,0,h43784144331354050,1,4,q6889851845945833,"Flat 7
Glen motorway
Alanbury",IG03 4QH,694,966810987705,1,13,13
-3,,0,h14544673024954962,1,-9,q5734483065849738,"Studio 80
Elizabeth forest
Reevesbury",B6 3BQ,209,53298778582,1,30,30
2,,0,h94536899399371223,5,5,q3259592192147326,"Studio 42Y
Hilary parkway
Francisberg",HU2 3NQ,906,14162255392,5,60,60
-3,,0,h37448935172397151,2,-7,q4241108587665489,"20 Shaw rapids
East Wayneshire",HA4B 1RB,817,727810575986,2,32,32
-3,,0,h89131732509118346,2,2,q9012406072798630,"Flat 2
Jill hills
Keithfort",RH53 3WN,829,936385543926,2,55,55
6,,0,h11506852343698576,4,2,q2936907513269277,"Flat 60
Collins island
Bethanyberg",LU9P 1JH,496,362128352345,4,41,41
7,,0,h96889311889948492,4,3,q2415850939154708,"Flat 38
Brenda turnpike
North Shaneville",RG0 5PN,584,719656285495,4,0,0
-9,,0,h60350848951388320,4,3,q3743244766497443,"Studio 47W
Damian plaza
New Lee",G30 1AT,326,829044492428,4,43,43
-7,,0,h94495088497100301,2,-9,q4742956232383028,"9 Knowles summit
Marshallmouth",NG2P 8XJ,366,742097913159,2,67,67
4,,0,h66568382842467867,3,-9,q3922526035048343,"127 Morrison plaza
North Sean",W5E 7QU,273,687894265880,3,30,30
3,,0,h87642738600498011,3,1,q5114953643837001,"Studio 51S
Hawkins camp
South Annaview",N28 1FT,291,596421413129,3,65,65
5,,0,h14845548352780950,1,3,q1712736749354909,"67 Richards islands
East Amanda",M8D 5TZ,977,375000072777,1,90,90
1,,0,h86539228547218000,1,4,q8499448435360180,"398 Bennett locks
South Bruce",L1 6RF,384,43072405313,1,13,13
6,,0,h21199399019097979,2,4,q5938062075695575,"0 Angela plaza
Francishaven",S3E 1UJ,512,151505452884,2,78,78
7,,0,h93117160924263767,2,2,q7541896397208546,"8 Nicola ford
West Francisstad",GY58 8AN,332,553150899214,2,42,42
1,,0,h74026509840514581,2,2,q5327746051508914,"416 Bennett locks
Ashtonburgh",CW8X 7PZ,189,368665178963,2,43,43
-3,,0,h15006644327460110,1,2,q5415482634347409,"Studio 1
Joel glen
Terryborough",HS8V 8FY,151,947044662544,1,87,87
4,,0,h22711027499163175,2,1,q9277477975427190,"Studio 1
Richardson square
Port Carlmouth",BN1 2JY,296,678878974288,2,54,54
1,,0,h71572553827279754,5,4,q9464535710094797,"865 Byrne plaza
East Stacey",HU1 1QU,223,829159628647,5,42,42
5,,0,h22153991951265879,1,2,q7099483137389690,"902 Lewis parkway
Guyborough",W9K 6HH,681,782150025387,1,46,46
-3,,0,h43404287424964077,3,2,q8931508174336884,"488 Long island
Sandraburgh",N4T 6NZ,288,637254314223,3,82,82
5,,0,h70062905551797928,1,-7,q7260755013749472,"Studio 00u
Scott trafficway
Port Bernardhaven",W2 6RS,448,709399520448,1,39,39
2,,0,h76134997586589156,2,-9,q8905749323091558,"Studio 11
Jamie divide
Port Shauntown",DT4 2GL,504,82873417330,2,50,50
7,,0,h13648303346464795,2,5,q5925585054291955,"0 Parry lakes
West Laurabury",M8S 1UQ,346,684022335049,2,96,96
3,,0,h40897976539184338,1,-7,q6019590118726347,"0 Mohammad harbor
Pagestad",LN68 7WJ,244,516560928288,1,83,83
-3,,0,h28721582948079095,1,3,q4866544756595924,"455 Ali unions
Lisashire",TW1B 0JY,163,644380580793,1,5,5
-9,,0,h35592241097128566,2,1,q8697684076142024,"Studio 8
Hazel heights
West Graceville",RM8 8SE,492,245977720337,2,81,81
-3,,0,h93694309167798277,2,-9,q8688407683706210,"Studio 3
Smith spurs
Payneville",WA64 9DW,888,447409077924,2,58,58
3,,0,h83831125167986934,2,5,q8253259838409922,"2 Fox mill
Williamsview",S09 5JY,868,320125503649,2,92,92
2,,0,h64943978345126356,2,1,q7132790985485026,"066 William inlet
Phillipstown",G3J 3GH,765,155772534157,2,48,48
3,,0,h33826856711805515,3,2,q8054139794214768,"38 Stewart crest
Priceborough",B6T 1XH,389,461811444630,3,83,83
3,,0,h65228852507280410,5,4,q7850711765275732,"Studio 16
Marilyn rest
New Mauricefort",N1K 9LH,742,951314665559,5,76,76
-7,,0,h31851584422474464,2,-9,q7088554231229414,"Studio 95V
Freeman mall
Hazelmouth",CB2P 6BY,474,157133584389,2,18,18
-9,,0,h27169289282762135,2,-7,q3256775345805205,"Flat 9
Harrison shoals
Fostermouth",EN7 5RJ,431,468557547559,2,56,56
7,,0,h93565112238806271,5,-7,q5475448865086875,"3 Olivia bypass
Jenniferport",M2H 4NU,943,979275928551,5,72,72
-7,,0,h44453140595629201,2,-7,q2699006435275419,"943 Margaret stream
New Andreafurt",N2 0YJ,584,270113621124,2,55,55
3,,0,h45632085496711839,2,2,q3800502457796129,"0 Baldwin locks
Lorrainechester",CV1 8HJ,375,955367021481,2,8,8
-7,,0,h59821884779669043,5,5,q4090557813904412,"Studio 83
Cook estate
Benjaminview",FY0 5LW,657,120900635340,5,18,18
3,,0,h54981540321107356,2,-9,q6180677464775683,"695 Bell plains
Owensbury",B17 6HZ,859,9163807174,2,19,19
6,,0,h33825875928494242,1,4,q6811650200753639,"Studio 91y
Parkinson summit
Port Valerie",CF9 2WF,306,410992910865,1,29,29
7,,0,h14472049225507219,2,5,q3562358905487700,"726 Toby plaza
Leonborough",M0T 7BQ,896,471288576871,2,22,22
1,,0,h12475575104206152,1,3,q9708306226599025,"Flat 2
Mathew forge
West Jay",DD67 1YX,431,866723603168,1,34,34
-9,,0,h43303805459607564,1,-9,q3885746233790080,"409 Frederick haven
Finchview",TF7V 5SE,874,326171881828,1,65,65
-9,,0,h94709091182213104,5,-9,q5440101902294685,"2 King bypass
Port Karlstad",B5 3NN,173,584486911959,5,23,23
3,,0,h49577611643138746,2,1,q9364947544661206,"Studio 1
Jones locks
Marshallbury",HR3H 2HP,712,137925200549,2,27,27
1,,0,h27076699970443136,3,3,q2888816930669868,"Studio 11J
Robinson walks
Jakemouth",E32 3GH,293,259235131939,3,83,83
5,,0,h23363717025812499,4,1,q9982075376337908,"61 Bull lane
Whittakerstad",WV79 9SS,194,841605148744,4,71,71
3,,0,h89799248655222521,1,-9,q4060205736194666,"Flat 99e
Jake common
Robertston",B7U 3AB,847,897271349119,1,86,86
7,,0,h86311369273234681,1,2,q3716808574220901,"62 Marian lock
Michelleport",LA5V 5ET,119,216162980707,1,19,19
7,,0,h78246363780852542,1,-9,q7682770222781768,"731 Alexandra wells
Lake Bernardhaven",WD2X 1WZ,496,935738155614,1,56,56
-3,,0,h75272787758381500,5,4,q5233894227298569,"07 Ward parkway
New Darren",BS0 0BU,139,526851032555,5,80,80
7,,0,h98212833342800169,1,5,q5447217363071316,"1 Jacob plains
Claireport",NN8V 0XY,590,195725734601,1,1,1
6,,0,h23505949376458615,2,4,q8585971516280075,"Studio 2
Melanie vista
Lake Fionachester",UB04 3TS,121,386694529982,2,7,7
-3,,0,h69077315370681025,3,-9,q6698054190960901,"Studio 54u
Irene run
North Stephaniehaven",HG8Y 4DG,508,989055372679,3,13,13
7,,0,h33684482912220709,1,2,q9621621975866630,"124 Norris circles
Albertville",W8 3QZ,907,743140682864,1,78,78
1,,0,h89771991750199310,2,4,q1327166944585423,"897 Heath unions
Trevorville",IM3H 3HL,779,398347842574,2,6,6
4,,0,h42089676061259886,2,2,q2710254152846541,"Studio 42L
Kirsty summit
Patriciabury",HD4 8YJ,685,392323532080,2,91,91
6,,0,h44434726564540212,5,2,q5899736182794388,"Flat 17
Miller neck
Lake Staceyside",L2C 9DZ,594,948604470187,5,78,78
-7,,0,h82521295014446371,2,1,q4356897390246383,"Studio 3
Burrows passage
New Timothy",G9W 0WG,365,970828471579,2,3,3
3,,0,h16892304606354753,2,4,q3226966481422512,"4 Turner orchard
Smithbury",FY4A 6DL,829,484033977960,2,14,14
7,,0,h57040783996994206,2,4,q7303169293675937,"02 Roger extensions
Port Irenemouth",W6F 4ZG,507,765449934333,2,46,46
1,,0,h95541136487856482,3,-9,q9754527069943464,"Flat 4
Clare valleys
South Ericburgh",N83 4WW,726,28964699407,3,20,20
1,,0,h87130935499982226,5,-7,q8977971250293184,"14 Darren junction
Hawkinsville",M7F 4QB,902,713932926533,5,35,35
7,,0,h90343961924219802,5,-7,q8449099896098487,"973 Karen cove
Christopherhaven",E66 1SW,687,606922158322,5,75,75
7,,0,h99385059896137604,2,-7,q7395629020426355,"43 Cheryl haven
Masonmouth",L2K 3AN,788,948086582459,2,68,68
-3,,0,h44218998234836127,1,4,q9826458968544406,"6 Sandra trail
West Tracyfort",B0 5YH,670,86162223994,1,70,70
7,,0,h25313045884598147,4,1,q1298285003263859,"36 Turner street
Aimeeton",KA48 4RU,109,876217147571,4,31,31
-3,,0,h63919559528232673,4,3,q1858612237892680,"Flat 6
Dylan crest
East Susan",ZE3P 9RD,684,69739424133,4,44,44
7,,0,h55965476659237063,4,4,q5781125731755438,"Studio 98X
Smith greens
Jonesland",LA6 4UZ,715,947995650741,4,71,71
1,,0,h81945015263963254,1,1,q5512878183085428,"Studio 87
Turner cliff
South Derek",SW6 7LA,118,993378994506,1,29,29
5,,0,h58188096348129948,3,-9,q7527281566193630,"Flat 7
Lorraine haven
Lake Cliffordburgh",BD00 1AQ,578,50126335437,3,7,7
-9,,0,h50829234054264283,2,2,q1159866066874583,"Studio 47s
White walks
North Joshborough",B70 0BA,155,499594227861,2,50,50
1,,0,h66033905021327883,3,-9,q1084690439874822,"Flat 06I
Jackson meadow
South Meganhaven",ZE6 3DN,553,169827907897,3,56,56
4,,0,h22692105168229463,2,-7,q4938329682150217,"237 Ali junction
Port Joannebury",W3B 8SJ,431,444269693554,2,44,44
7,,0,h76501158427073751,5,-9,q1427277172366286,"60 Frederick prairie
North Charles",M0 5LU,852,5433710559,5,13,13
-9,,0,h45290624161529196,2,4,q8843279822922417,"Flat 34
McLean trace
Johnsonburgh",HS4 0TQ,399,721762957136,2,18,18
4,,0,h75078046002054268,3,-7,q3533986172025061,"6 Kirsty mission
Hiltonland",LD4P 2YH,700,819318583347,3,31,31
6,,0,h27169981240406598,5,4,q9712701989417210,"2 Akhtar vista
South Suzanneshire",TN7R 3PE,435,6233473144,5,11,11
4,,0,h75317845204810300,1,3,q4852311553601155,"371 Jamie grove
Dianastad",S30 6TE,902,790960480431,1,41,41
5,,0,h10038250933701545,4,-7,q2977215839837103,"3 Jill mill
East Ellie",SY2A 4HP,684,181128116052,4,38,38
1,,0,h90457341735148890,4,4,q5735292014808907,"Flat 3
Geoffrey inlet
South Catherine",N3W 8SS,382,665032857173,4,98,98
3,,0,h89757199471422081,5,2,q5251977249352406,"165 Burton underpass
Port Patrick",MK8 4DT,106,966451585242,5,40,40
4,,0,h76447879486104491,2,5,q1646879001904582,"Studio 99C
Stevens divide
Port Joannastad",LL2R 2RJ,948,919226222658,2,4,4
3,,0,h31032177037376703,1,3,q1270345463753470,"Flat 12W
Smith lake
Rogerstown",SP91 5TR,343,120509978525,1,34,34
6,,0,h55137408986093171,4,3,q5909483572818356,"31 Davies row
Turnbulltown",SN25 5NF,460,317307811928,4,8,8
-7,,0,h55115200609262195,2,1,q7954082820680918,"Studio 5
Gavin tunnel
North Hughton",CT7 4HR,440,663202888756,2,73,73
-7,,0,h71811002873874309,1,5,q3380279950439805,"114 Gareth ridge
Margaretside",S7E 1NG,834,2345804622,1,8,8
5,,0,h73041606811247018,1,-9,q4723190396439084,"Studio 2
Morgan extension
Rachelchester",E0E 4YJ,244,497995716560,1,14,14
3,,0,h59901635526117598,5,2,q7665844228880054,"57 Parry mews
Jacobborough",OX3P 6YH,680,329797527864,5,85,85
4,,0,h70567507052481962,4,4,q2562762441027202,"Studio 41
Alan light
Wilsonburgh",M7G 7ZP,462,754747638404,4,7,7
-9,,0,h85438141457603823,4,5,q6295042993869930,"Studio 12Q
Steele glen
Jamesmouth",E0A 3LD,283,81547981170,4,91,91
6,,0,h50875010277328646,2,1,q7409685589604287,"Studio 47W
Johnson trail
Jennifermouth",W42 3SB,366,478330210086,2,47,47
1,,0,h55749615861234305,1,2,q5480411112834162,"Flat 66I
Gerald garden
South Tonyview",W0A 3DQ,781,971585497350,1,42,42
4,,0,h96428626784866768,4,-7,q8208145425102071,"009 Harris drive
Williamsfurt",N33 2LT,526,837119997147,4,22,22
6,,0,h28184339367570957,1,1,q1588064137065571,"Studio 5
Wayne views
Port Frederick",L2 9FH,131,860985486627,1,59,59
5,,0,h96123250931179192,2,3,q7082367354279649,"22 Deborah trace
North Jayne",SE7 2BR,653,165744881205,2,42,42
-9,,0,h80137770673212286,4,-9,q9185779247618473,"3 Malcolm mountain
Port Martynfort",E26 2GQ,711,661350088159,4,45,45
3,,0,h20074854424112186,1,5,q1610717278226639,"7 Thompson light
Kayleightown",G7W 3HW,689,828459180166,1,1,1
3,,0,h84218944752914425,2,-7,q6965772687787654,"016 Hopkins fords
East Rogerburgh",B7 8DE,789,547987520712,2,60,60
-3,,0,h63395604155187960,2,-9,q5170305571743253,"Flat 44
Hooper pines
West Tom",FY2R 2UH,133,681689483045,2,68,68
-3,,0,h53974291104994206,1,4,q6585715793389338,"Flat 0
Williams courts
Lake Justinmouth",SA9 7ND,493,25173470102,1,19,19
6,,0,h84860616855598981,2,3,q9420867227189048,"Flat 1
Holly cliffs
Wilsonmouth",YO62 2ES,198,137047350465,2,82,82
7,,0,h21333194119439262,2,1,q7482488765344296,"Flat 95Y
Maurice inlet
North Louiseside",S0 8JB,783,77266250370,2,51,51
-7,,0,h78023316710535162,2,-7,q9773768929504127,"805 Ford points
Lake Charlene",B8G 4LR,850,479347556496,2,87,87
-3,,0,h92377897983065135,1,4,q9917778331999911,"Flat 8
Taylor ridges
Abigailview",L02 5WJ,958,697910435480,1,75,75
-7,,0,h11353450329865678,2,3,q9117514764944885,"539 Holmes garden
Shannonfort",B78 5HT,385,856770711417,2,72,72
-9,,0,h94591766982557518,1,2,q7051472394638039,"351 May parkways
West Kerrymouth",M3A 4TX,430,962420314221,1,27,27
3,,0,h35311467320895239,2,-7,q3993035640058681,"4 Ahmed valley
Thomasport",L78 7EL,326,41666852095,2,1,1
4,,0,h79453917372387747,2,-9,q1208646669339159,"Flat 68B
Tucker stravenue
Port Beverleyton",W91 3BJ,239,858769889450,2,74,74
5,,0,h36302708435306949,2,-9,q4270301725867800,"Studio 4
Edward gateway
Lake Fionahaven",N0 7PS,811,43538715581,2,57,57
-3,,0,h42532918477830179,2,5,q9782666929748053,"2 Joan hill
New Adam",S8C 5DE,243,456652446310,2,18,18
5,,0,h99178759304344762,1,1,q1189305009918211,"05 Martyn meadow
Payneborough",E3 7NS,112,85697018390,1,71,71
6,,0,h90799676645285305,4,-7,q7484568598725911,"65 Sims stream
Brownton",N23 4AJ,229,854312420933,4,7,7
5,,0,h84007964383722741,1,1,q2995716186663989,"Flat 8
Marion mount
Wilsonchester",M51 4RN,355,136734808306,1,83,83
4,,0,h49088345351374833,2,-9,q7716206118513318,"04 Farrell park
Jacquelineburgh",B9J 0BN,550,462539398223,2,60,60
7,,0,h27200691579728512,2,-7,q3353403264878636,"Studio 52Y
Burke stream
Williamsbury",EN72 9QN,467,541581958304,2,10,10
2,,0,h93133487721107937,1,1,q9179682506010574,"Studio 03
Lucy isle
Normanville",M24 8HA,315,581255087352,1,58,58
6,,0,h91317229248070758,4,3,q5981070245411886,"11 Cameron crossroad
Burgessstad",B6W 1HT,515,521909749877,4,17,17
5,,0,h71795711403807728,2,2,q3346308717713006,"87 Hunt centers
Lloydfort",SS39 2LF,737,166508743305,2,76,76
7,,0,h99375741111457439,1,5,q1371890881198728,"Studio 9
Rowley garden
New Annette",W23 5XN,565,109487916704,1,66,66
-7,,0,h36177448832728693,1,2,q7420259087593073,"00 Daly valleys
Ellischester",DH6M 7FS,114,991320528005,1,79,79
3,,0,h28224558035391999,1,5,q3285181034659146,"Studio 60z
Julie via
Tracyborough",ME66 9AJ,933,629643765614,1,81,81
2,,0,h47184108187316883,2,-7,q7181560488817074,"48 Hanson stravenue
Cherylton",DY2P 8AT,434,388034461467,2,81,81
3,,0,h55096986978403321,5,-7,q2259996149440775,"Flat 40
Wood motorway
Spencerberg",S14 2BF,202,409397505657,5,40,40
-7,,0,h99856701141196906,3,5,q2113837449609645,"Flat 68R
Smith course
Jonesport",G37 2PR,947,461896350978,3,62,62
-3,,0,h48019665899906826,2,3,q6580023032345651,"Studio 4
Fiona streets
Paulaview",N1U 2QG,187,290398539877,2,43,43
1,,0,h34887572250925571,2,1,q5520652378544092,"7 Bryan island
Davidberg",CT64 5XS,286,268804964340,2,83,83
2,,0,h92398252754995199,1,-7,q3733078875244421,"Flat 16p
Riley rue
North Connor",N6W 5PZ,996,601242137742,1,42,42
-7,,0,h34529107611623687,2,-7,q2457348857137206,"Flat 36X
Pauline loop
Port Vanessabury",W9 1NA,944,945283513084,2,86,86
-7,,0,h42842889773354918,2,3,q5414049321378093,"55 Davis rue
Hugheston",G64 8SJ,425,889667083357,2,73,73
2,,0,h70954026925110781,2,5,q4144175516342714,"88 Leon spur
North Barry",W60 0JX,134,805734215128,2,9,9
2,,0,h11358089468223475,2,1,q9123342248635460,"53 Melissa plains
Sallychester",E2G 5YF,656,259279017331,2,83,83
4,,0,h71562514876043433,2,-9,q7950247687616998,"04 Leonard brooks
Bentleyberg",L4 2XS,105,913442520223,2,75,75
1,,0,h29900481690835017,2,2,q2364861761031276,"681 Jemma trail
Lake Diane",G14 0ES,741,598849938200,2,76,76
7,,0,h93232673278095560,1,2,q4789682855283356,"Flat 8
Reid squares
Mannberg",E2 0GQ,384,812940782830,1,96,96
4,,0,h44365358647574869,2,4,q4433806064545564,"45 Barrett streets
Watsonbury",ME9 3BH,427,719889616673,2,98,98
6,,0,h84401677295626680,2,3,q3370466991086443,"048 Molly drive
Bethfort",N2D 3TQ,921,938288274715,2,90,90
1,,0,h88575445459326293,2,-7,q1934120229501187,"Studio 2
Thorpe pines
New Edward",PE9V 6ZE,466,239662502734,2,52,52
4,,0,h99007704512652363,2,2,q5042603880569757,"Flat 94j
McCarthy terrace
New Hayleytown",TW5 2GG,641,438775109296,2,28,28
-9,,0,h52596483658564681,3,1,q1942012444831274,"44 Iain roads
Port Dylan",S0S 8DF,614,594942876619,3,43,43
3,,0,h71898661772557788,2,-9,q5527109114109548,"325 Dixon estates
New Harryton",WV03 9ZS,676,930733276909,2,70,70
7,,0,h14679211726285071,5,1,q2464580217119763,"Flat 03
Saunders locks
West Nicholaston",EX1H 0YB,565,292029922953,5,8,8
-7,,0,h49464387383614605,5,-7,q2837754657585399,"Studio 6
Lorraine cliff
West Angela",TR42 3UJ,676,163794875258,5,87,87
1,,0,h55095712405118766,2,5,q9102677720561513,"461 Phillips track
Warrenstad",G49 2GW,618,69495856134,2,67,67
5,,0,h42113298166449148,4,-9,q8366344512710380,"50 Walters circle
Lake Natasha",G2J 5EP,395,801102543142,4,91,91
7,,0,h52410543338993020,5,3,q2306661564947691,"2 Walters extensions
Callumland",BH67 1QZ,957,298933297310,5,43,43
1,,0,h44433029811211780,2,-9,q8577026411909724,"23 Burrows inlet
Lawrenceburgh",M4 8PG,866,12376937462,2,4,4
-7,,0,h89575814876955240,2,1,q1632610500887496,"Flat 0
Lydia courts
Melanieborough",S40 1YF,753,639226403376,2,96,96
-3,,0,h62559611618844715,2,2,q9328503381300459,"Studio 88a
Hewitt brooks
Bernardtown",W6 2AA,689,873945991152,2,68,68
-3,,0,h93632611268467064,3,3,q9511229222855738,"061 Mohammad walks
New Lyndachester",TA7R 6EW,471,747320606382,3,32,32
7,,0,h53677051106349510,5,-7,q3695688893558524,"Flat 15
Taylor circles
New Martyn",L11 5ZD,126,357774320471,5,46,46
-9,,0,h38511616691350342,2,2,q7846627008941217,"397 Holt extensions
Robertmouth",G0 1QN,807,949518635826,2,96,96
4,,0,h68424719519267354,1,-7,q9943148091903018,"5 Justin plaza
South Natasha",E43 4DT,449,913682012455,1,93,93
-9,,0,h29109663043584774,1,2,q5399843175387598,"75 Maria corners
Benjaminport",TN0R 4XT,503,830203864608,1,21,21
1,,0,h52612038160420985,1,-9,q3952528175917251,"Flat 70
Judith locks
Slaterfort",LL1 5RH,742,27035105850,1,82,82
4,,0,h29222339953078225,2,-7,q7695981731904267,"Studio 98E
Payne street
Lake Chelseashire",L4F 7RP,308,588946526430,2,14,14
-9,,0,h95157565764868503,4,3,q2525031149451157,"Flat 62
Mills landing
Port Shirleyport",ML93 6JT,943,469813394532,4,62,62
3,,0,h32675470594548465,2,5,q3769757298634737,"1 Andrew meadow
Leahbury",S1 4TL,715,437012948265,2,26,26
7,,0,h14294075230428484,3,-9,q8043449550052634,"Studio 4
Thompson mount
Bethanychester",S6 9DU,416,638624465358,3,12,12
3,,0,h71791597659803173,1,3,q2226834168785221,"1 Campbell parks
Lake Sharonville",M75 2YP,685,520336904723,1,78,78
1,,0,h96717514576445756,2,5,q2611078127325526,"782 Dawn pass
Lake Declan",E9G 0DD,806,146958405249,2,13,13
6,,0,h73578227813966904,2,3,q1051014676684327,"043 Wilson estate
Lake Steven",SY7P 0US,759,202497245020,2,9,9
1,,0,h64013879347053841,2,2,q1966111076199083,"Studio 67p
Joe spur
New Keithland",HR54 7YZ,875,968250211274,2,31,31
3,,0,h17056322263025471,3,-7,q8029375823579917,"Flat 63V
Vincent island
Joannabury",S9K 2AS,771,488302904809,3,91,91
6,,0,h99203845418217328,2,4,q9359473197664779,"Studio 4
Jack shoal
Tuckerview",JE8R 9PU,318,194320815852,2,52,52
5,,0,h54383610627839612,4,5,q7450263904317383,"Studio 58
Dunn isle
Fostershire",B2 6PT,108,689065716095,4,16,16
6,,0,h19860507145647114,2,-9,q7806582785405757,"Flat 1
Gregory pass
East Stephenmouth",E32 9QZ,587,722465423225,2,76,76
7,,0,h71129443101860268,4,1,q6670521082435459,"621 Glover place
New Joanland",L11 4BD,280,244026819467,4,29,29
1,,0,h66866023400215808,2,4,q3310280141948555,"Studio 19U
Carey extension
East Hollytown",N9 3TB,913,461074638716,2,86,86
3,,0,h34004399816177562,2,1,q4703644927432824,"Studio 79
Rogers coves
Simonbury",MK89 6HJ,619,49238045618,2,37,37
3,,0,h25948877281403144,1,1,q8907659325150743,"2 Brandon wells
Murphyhaven",ST7P 8WQ,475,690055973565,1,39,39
-7,,0,h41273544471609311,2,-9,q6363427564277676,"Flat 21R
Andrews lakes
Lake Barbara",L7K 8ST,593,565359285319,2,58,58
-3,,0,h92215451496719484,1,3,q6871448031941774,"Flat 0
Stewart shoals
Amyfurt",M8 2TH,886,147716343473,1,35,35
1,,0,h40315316354074148,2,-7,q2942904201076050,"06 Robert locks
South Jamieport",KA3P 1QP,581,122115906255,2,24,24
