,Resident_ID,Household_ID,CE_ID,First_Name,Middle_Name,Last_Name,Country_Of_Birth,Country_Of_Birth_UK,Sex,Marital_Status,Marital_Status_CCS,Residence_Type,Ethnic Group (five category),Ethnicity: Tick Box,Alternative_Address_Type,Alternative_Address_Indicator,Alternative_Address,Alternative_Address_Postcode,Alternative_Address_Country,Alternative_Address_OA,Alternative_Address_UPRN,1_Year_Ago_Address_Type,1_Year_Ago_Address,1_Year_Ago_Address_Postcode,1_Year_Ago_Address_Country,1_Year_Ago_Address_OA,1_Year_Ago_Address_UPRN,Workplace_Type,Workplace_Address,Workplace_Address_Postcode,Workplace_Address_Country,Workplace_Address_UPRN,Activity Last Week,In_Full_Time_Education,Is_HH_Term_Time_Address,Armed Forces Indicator,SIC,SOC,Census Return Method,Resident_Day_Of_Birth,Resident_Month_Of_Birth,Resident_Year_Of_Birth,Resident_Age,full_DOB,Household_IDhouse,Household_Address,Household_Address_Postcode,Household_OA,Household_UPRN,Accomodation_Type,Number_Of_Usual_Residents,Ownership_Type,From_Dummy,Any_Relationships_CCS
775,3888407015435425946,1.0395277260417538e+16,,Danny,Marilyn,Lloyd,585,-7,-7,7,6,1,5,8,10110101,-7,"Studio 74
Ricky stream, Harrisonchester",BN58 9PL,748,E00135550,957029640719,1,"42 Dawn unions, Matthewhaven",EH82 3ZL,454,E00135747,512773110628,4,"Flat 39R
Aaron crossing, East David",N4T 7SJ,554,26978375588,4,2,1,-8,2740,5414,3,9,8,1904,115,09081904,,,,,,,,,,
776,3841955039493014696,7.242324883435526e+16,,Jane,Simon,Whitehead,762,2,-9,1,-7,1,4,6,00000101,3,"Flat 3
Holly fort, North Conorshire",M67 7NW,238,E00135674,557168809432,2,"Flat 5
Stewart orchard, Brettside",W0 6NU,480,E00142225,791521690803,3,"43 Bond pines, Whitebury",HP12 8XF,764,576574303349,5,-9,3,2,2370,2434,2,23,9,1943,76,23091943,,,,,,,,,,
777,7242691700950259714,7.242324883435526e+16,,Ashleigh,-9,Whitehead,862,-7,1,-9,-9,1,4,-9,00001110,1,"92 Cheryl street, Gloverport",ZE88 6XU,520,E00153669,809994622725,4,"Studio 50X
Cook fields, Turnerfort",B74 4PJ,144,E00165530,94834380281,-7,"3 Bailey corner, South Tracey",B5 0WQ,112,977890382917,5,2,-7,3,2660,5237,1,9,9,1945,74,09091945,,,,,,,,,,
778,7734594831267171016,7.242324883435526e+16,,Robin,-9,Smith,659,-7,1,15,9,1,5,15,01111100,3,"Studio 78v
Evans trace, Joyceport",G07 2SD,674,E00153414,375397820038,5,"06 Ellie turnpike, Thomaschester",BL1V 8LN,222,E00153618,706637028029,-7,"0 Fuller track, West Sophiestad",DL97 1GZ,616,787165398440,2,2,2,1,8425,2434,2,25,7,1909,110,25071909,,,,,,,,,,
779,4899762223078357924,1.934707140726897e+16,,Leon,Brandon,Williams,931,-9,-9,14,9,1,5,17,10001010,2,"Studio 62S
Alex view, Annaton",DG9 5LL,703,E00120035,413985668997,1,"4 Marc cliff, Gordonborough",N15 9NB,50,E00037092,495242063138,2,"3 Morris ways, Lake Emilyborough",S0 0UB,768,650909867001,1,-7,-7,3,7700,3319,4,27,1,1982,37,27011982,,,,,,,,,,
780,8975855678430018712,1.934707140726897e+16,,Nicola,-9,Williams,499,1,2,9,8,1,3,3,00010101,-7,"Flat 60
Abdul hills, Port Abdul",E47 2XS,356,E00037343,952911784276,4,"Flat 6
Reed oval, Derekburgh",M7 2PP,239,E00152653,223748520477,1,"16 Kelly estate, Bondville",TA1Y 8ZH,562,403377630086,1,2,1,2,2520,6142,3,2,2,1950,69,02021950,,,,,,,,,,
781,3467581677305760236,8.89752794407499e+16,,Francesca,Cameron,John,533,-9,1,10,2,1,-9,5,01110100,-9,"Flat 78
Thomas pike, Jasonhaven",M2 2NN,320,E00164390,886313771662,5,"Flat 88M
Webb forges, Powerfurt",GL1Y 4ZF,981,E00119905,379935880240,-7,"Studio 1
Wheeler radial, Smithstad",CT1 3YG,140,589334505237,3,1,-9,2,2210,6214,1,4,8,1916,103,04081916,,,,,,,,,,
782,9222899973570176049,8.89752794407499e+16,,Beverley,Lydia,Savage,56,1,2,16,-7,1,4,6,10010011,2,"Flat 1
Stokes locks, Port Aimeefort",S6 2XW,300,E00165507,809977699377,1,"Flat 75w
Sandra trace, South Jayneland",WA39 8ES,854,E00119939,345809336584,2,"4 Graham mission, Lake Jeffreybury",G7J 4WU,162,214338636552,4,1,1,3,8424,5214,1,7,7,1915,104,07071915,,,,,,,,,,
783,3300849333187583634,8.89752794407499e+16,,Zoe,-9,Savage,840,-9,2,-7,-7,1,2,1,00110110,1,"Flat 9
Burgess cliffs, Harrisview",M0 6JU,254,E00120059,979251754991,-7,"68 Rosie trail, East Jason",E8G 0ZT,740,E00119822,603932150738,3,"Flat 03u
Mitchell radial, Forsterside",PL2Y 5RP,144,499589593742,6,-9,2,3,2330,3536,1,10,7,1934,85,10071934,,,,,,,,,,
784,6149978215778372033,8.89752794407499e+16,,Amy,Amanda,Savage,180,1,2,12,8,1,3,4,01100010,-7,"10 Barton harbors, Port Vincent",E9D 0UN,484,E00170113,101429344128,1,"Studio 17z
Roger haven, Lake Diane",E0K 9TA,528,E00164614,978194930957,-9,"Studio 5
Kathleen crest, Jaynefurt",W4D 9NY,548,144467445149,2,-7,2,1,2670,6219,2,6,7,1921,98,06071921,,,,,,,,,,
785,8602150763491160132,6.2229050804133656e+16,,Jeremy,Ronald,Reid,492,2,1,14,4,1,2,12,10001100,1,"Studio 00
Collins hill, West Daniel",S8 5DR,704,E00119795,151313392446,-7,"Studio 26A
Jordan run, Foxhaven",S0 7UE,795,E00169950,833779880536,2,"Flat 42
Harry isle, Lake Damian",S15 1ED,780,773305238044,3,2,2,1,800,8215,4,11,1,1957,62,11011957,,,,,,,,,,
786,8796379778133641304,9.21449134528935e+16,,Declan,-9,Faulkner,458,-7,2,7,2,1,1,4,10110010,2,"1 Lloyd corners, Michaelland",L72 4UG,90,E00120053,884831705836,4,"Flat 79
Brett harbors, West Ritaview",N48 7PE,208,E00120072,32437388654,2,"Flat 7
Holly pass, Mathewshire",N59 4EE,178,14010816438,6,-7,3,-8,1510,5316,4,10,10,1942,77,10101942,,,,,,,,,,
787,9910136853339013861,9.21449134528935e+16,,Kathryn,-9,Faulkner,373,-9,1,15,8,1,4,12,10001111,2,"Studio 9
Bernard tunnel, East Tom",W5 1SX,710,E00135786,539271214606,5,"Flat 2
Brown street, New Jennifer",N6D 6FF,585,E00153582,487523672284,-9,"753 Frances walks, South Keithside",M0F 8XZ,558,465349375943,3,1,2,-8,8430,1225,4,1,7,1965,54,01071965,,,,,,,,,,
788,2180378967021709305,1.40307487085445e+16,,Holly,Trevor,Fox,974,1,1,2,2,1,1,8,11100000,3,"769 Kieran gateway, East Elliot",L1E 9FP,807,E00164473,801960721555,3,"136 Nelson gateway, South Duncan",IM44 9LJ,776,E00165643,355474242292,-9,"Studio 0
Craig trace, East Billyville",SR1N 4GL,508,187089288626,4,-7,1,1,1100,5330,1,7,12,2004,15,07122004,,,,,,,,,,
789,4335976256251371608,1.40307487085445e+16,,Terence,-9,Fox,500,2,2,17,4,1,-9,13,10010011,1,"35 Potter hills, Hamiltontown",TS5Y 5AF,834,E00135670,835416377526,5,"78 Jack ramp, New Glennton",N6 0BU,604,E00153634,582512625322,-9,"83 Beverley ranch, North Lydia",PH96 9WJ,388,879758394077,5,-9,2,2,2560,8239,2,23,12,1918,101,23121918,,,,,,,,,,
790,9171041032300211606,1.40307487085445e+16,,Sheila,-9,Fox,288,1,1,15,2,1,2,11,00111111,-7,"Flat 57J
Harris stream, South Josephinebury",SG5N 8BW,296,E00119882,670094235247,4,"Studio 56a
Grant ranch, Thorpeville",W42 4BY,275,E00172220,609033707664,2,"Studio 48O
Douglas extension, Port Dannyport",PO89 3FU,239,296239210319,4,-7,-9,-8,2350,2315,1,1,4,1934,85,01041934,,,,,,,,,,
791,4296564228770900158,1.40307487085445e+16,,Abigail,Raymond,Phillips,233,-7,-9,10,9,1,5,5,11110011,2,"Studio 99
Thomas plaza, West Jennaview",N2 9LN,136,E00169671,834611920010,1,"60 Burns village, Port Cliffordborough",PO65 0NZ,951,E00165393,681255239899,4,"8 Gordon hill, Damianberg",G1 4BF,92,366176765020,3,-7,-9,-8,2530,3544,1,13,2,1974,45,13021974,,,,,,,,,,
792,4303723739693913568,6.884406735347848e+16,,Mark,Anthony,Owen,308,-9,1,11,6,1,2,-9,00100010,1,"33 Terry park, North Bruce",L4 4UA,428,E00170113,359645134466,5,"68 Georgina stravenue, West Alexfort",TQ74 6GS,554,E00135745,170249503169,2,"Studio 23
Diana pass, Hughesland",W5W 6PL,512,138059934931,4,2,3,2,3090,4216,4,17,12,2002,17,17122002,,,,,,,,,,
793,1450283845408056037,6.884406735347848e+16,,Howard,Marion,Owen,776,-9,-7,-7,-7,1,3,-9,00100101,2,"42 Adams trafficway, Francisfort",N9W 8ZR,222,E00165488,579310103532,4,"5 Hussain mall, West Paigeburgh",L84 3XG,328,E00165532,535783730445,1,"Flat 55G
Hunter shoals, Lake Charlie",G85 0QR,398,284869272217,4,-9,1,3,1060,8112,2,9,3,2019,0,09032019,,,,,,,,,,
794,4624332689416036885,9.788061122996707e+16,,Francis,-9,Hartley,308,-7,-9,11,9,1,4,4,01011000,-9,"Studio 39
Day street, Lake Pamelahaven",BH0 5BL,417,E00171595,813657706338,-7,"232 White plaza, Alisonton",B1K 0HW,818,E00152673,401585075144,-9,"7 Marshall path, Bondside",HS9B 9QE,56,966734823984,5,-7,2,2,170,9132,4,4,7,2018,1,04072018,,,,,,,,,,
795,4137644577146051384,7.526518724412454e+16,,Jill,Stephanie,Lawson,744,1,2,11,1,1,3,6,11111101,-9,"Flat 76R
Henry knolls, South Iain",RH9W 1UB,373,E00165465,912596788418,3,"5 Katy pike, Bowenchester",B6 8LA,348,E00163857,982608100940,-7,"Flat 77
Murphy square, Lake Guy",G5 6LQ,31,556658470023,1,-9,-7,3,2560,1259,2,18,6,1933,86,18061933,,,,,,,,,,
796,7249629420497471844,7.526518724412454e+16,,Harriet,Kelly,Lawson,410,1,-9,4,4,1,-9,3,11001111,-7,"86 Bibi court, Robinsonchester",CA6 6EY,214,E00153399,856327295308,3,"994 Sheila court, North Owen",L44 1BN,913,E00165460,395217487731,3,"Studio 84
Robertson summit, Conorstad",DN1E 2BX,496,673129970051,4,2,3,2,8623,5244,4,30,8,1959,60,30081959,,,,,,,,,,
797,5543702384081178359,7.526518724412454e+16,,Charlene,-9,Lawson,862,2,2,-9,8,1,5,1,11010101,-9,"552 Cameron overpass, Jonesmouth",SS64 9QB,74,E00120164,726068315369,1,"6 Keith view, East Cliffordshire",W3 4YP,981,E00142270,369151350892,-9,"Studio 78
Taylor flat, Dunntown",ME5 3GQ,748,500201957224,3,-7,-9,3,1050,8239,1,22,3,2002,17,22032002,,,,,,,,,,
798,9249670338385992900,7.526518724412454e+16,,Jamie,Luke,Lawson,926,-7,2,4,4,1,4,16,11100111,3,"579 Mitchell shores, North James",SO38 7EZ,8,E00135498,363070624691,-7,"7 Bibi mission, South Alexander",PO7P 8YS,222,E00164550,679523941484,-9,"732 Hudson loaf, Burnsburgh",NG4Y 0XW,144,258349363752,2,-7,3,3,4950,1135,3,20,6,2002,17,20062002,,,,,,,,,,
799,7888358827329681788,6.009511443981785e+16,,Luke,Christine,Slater,242,-9,1,12,5,1,2,16,10010001,-7,"15 Kathryn walks, Port Kimberleyton",BS9 9AD,921,E00164400,511179460836,1,"117 Mohammad fort, Mohammedberg",LN9 2WD,690,E00135765,652005515226,4,"Studio 74t
Charlotte cliff, South Stephaniehaven",DY39 4BE,20,799956923618,7,-9,2,3,5300,7115,3,18,8,1963,56,18081963,,,,,,,,,,
800,3945407597348480730,6.009511443981785e+16,,Annette,Kimberley,Slater,56,2,-7,8,4,1,1,3,10010001,3,"38 Thorpe field, North Melanietown",WS6B 1JD,620,E00135743,46584863901,-9,"46 Wendy port, Maureenfort",WV12 6JS,70,E00119990,41874662705,4,"Flat 0
Charlene terrace, North Graeme",WA9 8UJ,850,870043459142,4,1,-7,-8,8411,8118,2,3,9,1961,58,03091961,,,,,,,,,,
801,5879182967998802828,5.35630867865787e+16,,Denis,-9,O'Sullivan,51,-7,2,2,4,1,-9,17,11101011,2,"Flat 22
Young streets, Leahberg",B1 8DD,84,E00165567,874772338944,3,"70 Lee stream, Jackburgh",B2E 1AF,548,E00037318,48994922030,4,"Flat 87
Wendy junction, Parkerchester",W17 7YH,474,139390820992,2,2,3,1,9700,3213,3,26,8,2006,13,26082006,,,,,,,,,,
802,1982016800847652484,5.35630867865787e+16,,Aimee,Andrew,O'Sullivan,924,1,-9,5,-9,1,3,5,11011011,-9,"89 Josephine cliffs, Sylvialand",UB3A 9PY,388,E00135859,900949386320,1,"Flat 05
Bennett trail, Edwardville",L5 3EJ,376,E00164548,25612030336,2,"Flat 69u
Jennings falls, South Waynemouth",SA54 0XR,926,58687262477,7,2,3,-8,2550,7123,2,5,4,1966,53,05041966,,,,,,,,,,
803,8603398069120140801,5.35630867865787e+16,,Cheryl,-9,O'Sullivan,120,-9,2,12,2,1,5,8,00110000,2,"36 Georgia estate, Mathewstad",DG2 8PH,566,E00135418,688328012042,-7,"Flat 48
Burton hill, East Liamport",CM2R 3QF,566,E00037310,175521299722,4,"1 Kelly loop, Juliashire",M43 2HN,348,119929543910,7,2,3,3,2640,3545,4,7,12,1951,68,07121951,,,,,,,,,,
804,3435947322324617952,5.35630867865787e+16,,Clive,Mohammed,Williamson,414,-7,-9,5,1,1,-9,10,11000100,-7,"60 Smith pine, Andrewberg",L0K 6GJ,662,E00120101,751697833037,3,"Studio 2
Campbell inlet, Edwardsville",M4 5JF,804,E00169949,606475484997,-9,"Studio 2
Pamela port, Jonesview",N4 1LP,31,651503660981,3,-9,-7,3,4100,6219,3,10,3,1977,42,10031977,,,,,,,,,,
805,5580834580552555246,8.592038235215664e+16,,Daniel,Malcolm,Butler,982,-7,2,4,-9,1,3,16,00011000,2,"103 Woodward mountains, North Irene",AB0 9LQ,530,E00037337,229959861907,4,"Flat 91r
Morgan islands, Lake Nicholas",W26 1WP,926,E00165551,558352703887,4,"983 Brooks hills, Wendyfurt",SA10 6NA,218,321779526478,7,-9,1,1,2740,8234,4,23,12,1911,108,23121911,,,,,,,,,,
806,1999881548159012822,1.1775533470211728e+16,,Harry,Antony,Bowen,450,-7,-7,3,8,1,1,15,11010010,1,"382 Edward station, Evansville",HP6W 5US,634,E00165603,929961577232,5,"Flat 2
Marshall summit, Patelchester",TD02 1PF,218,E00173919,721766358145,3,"77 Stevenson lake, Harperside",L2W 1SP,112,427353557553,3,1,2,2,2630,3533,3,1,9,2012,7,01092012,,,,,,,,,,
807,4694935246903215114,1.1775533470211728e+16,,Rachael,-9,Bowen,136,-7,-9,2,8,1,4,1,10011010,2,"86 Cooper fords, New Joshua",TA22 5FW,408,E00135658,894797565342,-7,"27 Shirley greens, Lake Janice",KA4 5RN,268,E00163858,656963901678,4,"43 Jenkins run, West Ashleighview",NP6X 9FZ,312,606120313944,1,-7,-9,1,9000,5212,2,20,5,1921,98,20051921,,,,,,,,,,
808,4608735127789579129,8.812725233640723e+16,,Derek,-9,Gardner,926,-7,-9,4,-7,1,2,2,01010100,2,"120 Rosie trafficway, West Maureen",M8E 5BY,234,E00135688,809907939155,-9,"3 Sara circle, Lake Sheilamouth",L03 0TB,250,E00165620,561385893829,4,"49 Finch isle, Lake Hazel",SG59 0LY,666,304052190768,-9,2,-9,2,9200,4161,2,9,4,1969,50,09041969,,,,,,,,,,
809,5643834732353261781,8.812725233640723e+16,,Suzanne,Jemma,Dunn,324,1,1,12,4,1,2,10,01111101,1,"0 Houghton ranch, Port Scott",NP2 9HL,276,E00152573,808153606499,1,"5 Guy mill, Whiteside",ZE49 6SS,496,E00165564,888660285111,1,"3 Woodward squares, North Alisonberg",LA87 9AH,12,600912663114,3,2,1,3,2560,6141,4,1,4,1914,105,01041914,,,,,,,,,,
810,6332848821275099458,8.812725233640723e+16,,Cameron,-9,Hussain,710,-9,-7,2,6,1,1,15,00011101,1,"275 Clarke falls, West Kathrynview",KA41 8TP,578,E00037090,419612493934,1,"253 Hughes ports, New Suzanne",PH8 6QP,104,E00120001,433633540542,3,"13 Kaur harbor, East Patricia",HR9 4ZS,232,699052167772,5,2,2,-8,2620,7122,3,23,5,1949,70,23051949,,,,,,,,,,
811,7973368864319243396,8.812725233640723e+16,,Graeme,Peter,Hussain,604,-7,-7,12,-9,1,4,8,01110010,1,"Studio 58
Justin estate, Port Bethborough",CM7M 4SY,174,E00119884,288523220228,5,"5 Garry keys, South Oliviabury",W2 0YS,44,E00173926,793833295761,-9,"66 Stephens motorway, Lake Rita",NN9 4DB,663,985694447100,4,-7,1,1,2050,6231,3,8,12,1996,23,08121996,,,,,,,,,,
812,5919094389480591749,8.812725233640723e+16,,Joseph,Owen,Hussain,496,-7,2,2,7,1,3,12,01101011,-9,"3 Rogers knoll, Lake Jake",E3G 5HL,410,E00135553,453021635628,-9,"417 Martin gateway, New Elizabeth",SO42 7EL,951,E00120168,56296294904,4,"60 Julia junction, Hollyfort",E4 9BS,166,336691955456,7,-7,3,3,2740,4114,4,9,8,1963,56,09081963,,,,,,,,,,
813,5719932152846555382,5.147610600066204e+16,,Nicole,Jean,Davies,780,2,2,11,9,1,3,16,11000111,-7,"Flat 9
Diana ridges, South Stevenborough",M8 4DN,926,E00120042,418475299161,-7,"9 Brett run, New Gareth",KW2 8DL,178,E00173929,788770548328,4,"29 Jones dam, West Declan",MK8M 4GA,616,567874064130,2,-9,-9,-8,500,8135,4,12,7,1954,65,12071954,,,,,,,,,,
814,5064807016082063043,5.147610600066204e+16,,Vanessa,Hollie,Davies,332,-9,-7,-7,9,1,5,18,10101101,1,"Flat 41
Harrison forges, Port Frank",CO3 5RA,428,E00135389,485100890138,-9,"Flat 76
Phillips crescent, Donaldfurt",G52 6JW,454,E00153674,134679825220,2,"5 Davies drives, Timothyborough",PA51 1UQ,533,202603877772,-9,-9,-9,2,2010,2463,2,17,3,1940,79,17031940,,,,,,,,,,
815,2776351010937706791,2.2691518540173228e+16,,Frank,Elliot,Ellis,480,1,2,5,8,1,3,8,10101100,-7,"Flat 35c
Humphreys lane, East Maryfort",B9D 6NN,704,E00152518,206718986759,3,"Studio 89
Edwards manors, Susanborough",E88 0JX,332,E00135679,433276106410,3,"Studio 6
Brandon land, Davisfort",JE2 7WR,744,337579214030,1,2,-9,3,1060,5433,1,26,1,1944,75,26011944,,,,,,,,,,
816,8244680878607243586,2.2691518540173228e+16,,Connor,-9,Ellis,48,-9,-9,8,7,1,3,7,00010111,2,"8 Ward grove, Johnsonchester",M3 9TQ,991,E00142072,352215069752,2,"740 Oliver summit, New Katymouth",E8E 8XL,630,E00163954,399998946591,3,"82 Hudson island, Edwardsberg",S1 4AQ,620,611945528459,6,-9,-9,-8,300,9211,2,7,1,1916,103,07011916,,,,,,,,,,
817,3109245786272520291,7.37102981497222e+16,,Adam,Stanley,Francis,578,2,1,6,-7,1,1,2,11100110,-9,"457 Oliver brooks, East Ashley",E8 5HG,584,E00119800,879722544883,-7,"Studio 47
Ann run, Antonyville",SP4B 4PP,203,E00120102,175240845175,3,"30 Wright dale, Garyton",LL32 6LW,304,450100561970,2,1,-7,-8,2210,3534,1,16,2,2019,0,16022019,,,,,,,,,,
818,1076941076767119787,7.37102981497222e+16,,Fiona,-9,Francis,178,1,-7,-9,-9,1,1,1,01110000,2,"09 Jemma parks, North Ruth",TQ74 5NS,922,E00037364,978063518279,4,"1 Alice radial, Anthonymouth",CH8 7ED,124,E00135757,74180918466,4,"Flat 02p
Cheryl mill, Samanthaville",G5D 1BF,983,547736437484,2,1,1,3,2670,5225,2,17,10,1928,91,17101928,,,,,,,,,,
819,5302403627606848482,2.5329573526676944e+16,,Jane,-9,Jones,833,1,-9,4,5,1,3,8,00010111,-9,"55 Colin plains, New Joshside",M8 9XG,266,E00135830,627122764142,3,"Studio 2
Diane freeway, New Irene",G83 0FH,580,E00165495,156738007931,2,"324 Talbot estates, New Jacqueline",SG9R 9SR,404,585824504446,-9,-9,1,1,1100,3567,4,19,12,1929,90,19121929,,,,,,,,,,
820,6482545059126747086,2.5329573526676944e+16,,Joan,-9,Grant,674,-7,-7,1,3,1,5,3,10010011,-9,"59 Edwards plains, East Harryside",GU9 0AE,86,E00120005,30632713780,5,"Studio 14
Roberts island, Allenburgh",N20 5FX,578,E00135704,627381394748,2,"Studio 9
Thomas groves, East Vincent",M0 3RR,246,932519683221,2,-7,2,2,1020,9251,2,13,2,2018,1,13022018,,,,,,,,,,
821,6212146395014968644,2.5329573526676944e+16,,Alan,-9,Morley,922,-9,2,14,8,1,5,5,01110010,-9,"Flat 89
O'Connor run, New Barbara",ZE2 4PJ,630,E00163899,658342991310,2,"Studio 2
Barnes dam, Howellport",L7 6NG,833,E00163854,514483644360,3,"Flat 31H
Billy parkways, South Brianbury",HD0X 6GW,850,765804282160,1,-7,2,3,5220,5414,2,16,11,1937,82,16111937,,,,,,,,,,
822,4800448144181031517,1.6562968335908644e+16,,Gareth,-9,Richards,578,-9,1,15,7,1,-9,2,01110111,2,"82 Burke corner, New Tobymouth",S6 1ZY,894,E00037249,696606197539,3,"4 Diana burg, Emmaside",N6 4TL,430,E00163906,377456078672,3,"Flat 06
Green prairie, Williamsmouth",BS1Y 9TF,10,543394503587,2,-9,3,-8,4800,4112,4,2,8,1918,101,02081918,,,,,,,,,,
823,7557854154380794613,1.6562968335908644e+16,,Andrew,Jay,Richards,72,1,2,17,-9,1,3,17,01011100,1,"29 Davies ridges, Bennettmouth",LL22 8SJ,760,E00135503,71302502223,4,"Flat 59G
Louis drive, Louiseshire",EC12 0BA,860,E00135844,524965496821,4,"Flat 66m
Jones greens, West Samuelfurt",IG4 3WB,499,967604522884,2,-9,-7,2,6100,4159,3,11,2,1914,105,11021914,,,,,,,,,,
824,2418459788673141221,8.897579565956446e+16,,Cameron,Lee,James,716,-7,2,-7,8,1,-9,8,00101000,-7,"839 Allen summit, Evanstown",TQ5B 1WF,180,E00165539,434574579738,3,"Flat 33M
Sean mountain, Lake Victoria",PA96 6AB,440,E00135389,364497912134,4,"Flat 3
Louis canyon, New Marian",B9K 8ZF,831,12364360505,1,-7,2,2,9800,3563,3,19,6,1937,82,19061937,,,,,,,,,,
825,8389095638141023785,8.897579565956446e+16,,Sara,-9,James,504,2,-9,12,9,1,-9,15,10100001,2,"0 Malcolm field, Lake Janice",G5E 7UW,446,E00169854,857827779611,2,"795 Gordon vista, Parsonsfurt",B9 9EE,604,E00170120,42995190062,-9,"Flat 15F
Rogers plain, Paulineburgh",B4 4BU,478,662040215648,-9,1,1,-8,2040,5321,4,8,7,1909,110,08071909,,,,,,,,,,
826,8975129475774624426,8.897579565956446e+16,,Roy,Callum,James,586,-9,2,13,7,1,2,10,11010001,-9,"690 Kimberley overpass, Allanbury",S6G 3PH,334,E00142064,795185742526,-7,"7 Ronald square, North Owenside",M3 3AT,638,E00153477,487190458105,3,"01 Talbot junction, East Normanbury",L8 2TH,376,631128647793,3,2,3,2,8810,7214,4,16,12,1911,108,16121911,,,,,,,,,,
827,1177316773855836624,8.897579565956446e+16,,Hannah,-9,James,654,2,-9,4,7,1,5,7,11000000,-7,"Studio 08
Bernard trace, Jacquelineberg",DG6 3AG,231,E00152583,272044890347,-7,"Studio 6
Elliott track, Jacobside",CT10 6DP,686,E00135629,464844322337,3,"71 Clifford alley, New Naomifort",B7G 0WA,31,196903350551,2,-7,-7,3,170,8143,3,15,1,1913,106,15011913,,,,,,,,,,
828,7590831344658241469,9.129708950240542e+16,,Nicholas,Diane,Russell,504,1,2,6,4,1,3,2,10000100,-7,"4 Jones islands, Port Denisburgh",E3D 1PQ,703,E00037347,394910259501,3,"Studio 12
Gavin center, Marsdenland",DT0 3YZ,992,E00141246,57976287357,-7,"Flat 3
Woods road, Lake Christopher",WR6 1LF,368,58833597709,4,2,2,3,2370,5119,3,4,1,1919,100,04011919,,,,,,,,,,
829,1725844658671490439,9.129708950240542e+16,,Naomi,Douglas,Russell,504,-9,-9,1,1,1,2,16,01000101,2,"331 Suzanne estates, Dannyhaven",TR8 1PH,356,E00169850,283300329241,-9,"Studio 5
Osborne views, Frankmouth",YO28 7UG,642,E00119916,960839806569,4,"Flat 00
White radial, Johnsonfurt",M5 4LD,981,761640215327,7,-7,3,-8,5300,5114,4,2,11,2011,8,02112011,,,,,,,,,,
830,3127039680110900186,9.129708950240542e+16,,Roy,-9,Russell,882,2,-9,12,2,1,4,3,10011010,1,"Studio 40
Hugh flats, Waltonside",M6A 8GA,921,E00163954,343911592966,1,"Flat 29y
Robin way, West Gareth",M56 6AY,887,E00135740,343832468534,-7,"625 Matthews roads, Richardsonfort",NE5E 8HT,32,891209900803,5,-9,-9,-8,2930,2114,3,1,9,1949,70,01091949,,,,,,,,,,
831,7325744734784051190,9.129708950240542e+16,,Terence,-9,Russell,52,1,1,17,-9,1,1,2,11000010,-9,"5 Williams bypass, North Peter",L8 1DW,686,E00119948,877380418573,4,"4 Alan harbor, Pearsonport",N52 7YX,268,E00120009,270317814314,-7,"Flat 00t
Robinson glen, Port Andreahaven",BA3E 1PG,798,447165716856,7,-7,1,3,2740,8118,1,9,9,2010,9,09092010,,,,,,,,,,
832,4232951930983938780,7.804433976746002e+16,,Jenna,Leon,Power,558,-9,-7,16,7,1,4,15,00010100,-9,"897 Toby viaduct, Annatown",B0F 8NS,234,E00164484,321541875523,4,"292 Kelly throughway, Jodieburgh",N1 4JS,434,E00164612,503340769883,2,"Flat 76
Daniel estate, Wallacechester",ML1A 8QJ,795,311041424046,-9,-9,-9,2,8425,9272,1,5,10,2007,12,05102007,,,,,,,,,,
833,5920367173242521503,7.804433976746002e+16,,Sarah,-9,Power,328,-7,-9,2,9,1,3,9,01101111,-9,"Studio 2
Jenna springs, Jennaton",BR3X 9SL,913,E00142046,418479200090,5,"26 Stephen turnpike, Jacksonbury",G54 6WG,882,E00173919,495715918240,3,"4 Page vista, New Ruth",KT77 0FQ,642,617910061403,5,-9,1,1,2750,3536,3,22,7,1904,115,22071904,,,,,,,,,,
834,1419052985895423157,7.804433976746002e+16,,Pamela,-9,Power,666,-7,2,8,2,1,5,1,10000011,-7,"Flat 0
Paul loaf, North Jeantown",M83 2LS,116,E00119837,235325583940,2,"Studio 43J
Terence springs, West Carolyn",S2 6FG,989,E00119830,530328893541,2,"Studio 9
Parker ways, East Brett",CT9 2QX,833,221951054500,1,-9,-7,-8,4700,8116,2,11,10,1980,39,11101980,,,,,,,,,,
835,4834002839277093140,8.83569457548957e+16,,Susan,-9,Heath,634,-7,2,-9,-7,1,3,1,01111001,3,"735 Shaw roads, Hardymouth",B4U 6GY,912,E00142075,820310955931,-7,"47 May oval, Westfurt",G9H 5TD,913,E00152664,646665674612,-7,"Flat 8
Brown estate, South Julian",L6 2GF,686,930152599735,7,-9,-7,2,3520,6139,4,23,9,1952,67,23091952,,,,,,,,,,
836,3857920511203489632,8.83569457548957e+16,,Reece,-9,Heath,152,2,1,5,3,1,5,7,00001010,-9,"Flat 34F
Owen ferry, Kimberleymouth",S36 5WP,50,E00165444,248836826207,1,"19 Yvonne landing, Singhmouth",WR87 8SJ,316,E00165398,785865878189,3,"Flat 58I
Watts hills, Port Janet",G9 8WR,191,620915428478,6,-7,3,-8,8559,5112,2,2,11,1986,33,02111986,,,,,,,,,,
