Alternative_Address_UPRN,Estimate_Age,First_Name,Household_ID,Last_Name,Sex,Visitor_Address,Visitor_Address_Country,Visitor_Address_Postcode,Visitor_ID,Visitor_Day_Of_Birth,Visitor_Month_Of_Birth,Visitor_Year_Of_Birth,Visitor_Age,Visitor_Age_Last_Birthday
207722236740,-8,Victoria,29777409020010939,Harrison,-7,"Flat 67
Zoe port, New Jennifershire",548,G21 1TX,1321645756658536522,15,2,1936,83,83
259594656752,-8,Paul,20970404114279920,Ali,-7,"433 Lynne overpass, Adamsshire",238,EC68 2FH,9261428232178249837,10,12,2000,19,19
999249318113,1,Molly,41143762294580186,Jackson,2,"119 Albert roads, New Zoeburgh",586,DL0B 6JS,8744169425101321039,24,12,1944,75,75
181103823322,1,Heather,15437904764978450,Perry,2,"2 Stephen port, Mathewstad",380,W0E 1AX,3408441032029593119,21,8,1993,26,26
338480628038,1,Aaron,11973256036099433,Walton,-9,"8 Shirley track, East Robert",174,CA4 2XS,3235917103668235318,22,11,1947,72,72
447736398846,1,Sara,53341357016708432,Chapman,1,"348 Hollie roads, Port Juliafurt",222,N64 5FL,1322265163287648825,21,4,1974,45,45
289474659710,-8,Patrick,12587765548895968,Smith,-9,"Flat 55
McCarthy valleys, Butlerton",504,M4 8LW,4966655234970866837,19,10,1944,75,75
415186127687,-8,Kevin,80416471254599289,White,1,"Studio 59
Cox shoal, Jacksonmouth",74,IP02 5TX,3562654518514610285,1,7,1987,32,32
515448300521,-8,Lesley,73869499433581954,Allen,1,"Studio 64O
Hudson cliff, West Katie",638,B93 0JH,6377412057191579354,3,4,2003,16,16
633922234820,1,Colin,18999478842933876,Begum,-9,"896 Gareth spur, North Joyce",344,DH46 0ZG,9374859496187888198,31,7,1960,59,59
406225595746,-8,Tom,14573697061764975,Holland,2,"Studio 7
Diane wells, Justinmouth",308,FY9 9YF,5458097509840427119,2,2,1963,56,56
268759724054,1,Denis,71093768584974145,Taylor,-9,"596 Wilson harbor, Leahhaven",772,IP8E 9US,6796019396429755418,28,8,1958,61,61
259240502915,1,Ashley,51494142022303813,Kay,-9,"Flat 8
Kyle plains, New Jill",498,KY50 1AX,9405194730219434216,19,6,1959,60,60
437967988865,1,Iain,45319295613740133,Bishop,-9,"Studio 84L
Mandy oval, Daviesville",694,JE54 5BR,6290222615428815228,30,4,1938,81,81
61105606686,1,Dale,22000948072325605,Wilkinson,1,"388 Lee station, Hurstborough",239,CR61 5GJ,5317067123724711909,3,4,1952,67,67
