Accomodation_Type,Any_Relationships_CCS,From_Dummy,Household_Address,Household_Address_Postcode,Household_ID,Household_OA,Household_UPRN,Number_Of_Usual_Residents,Ownership_Type
-3,,0,"Flat 1
Kennedy drives, Lyndatown",PO1X 0JW,43738499719491873,E00120078,902433288551,2,-9
6,,0,"635 Thomas key, Shawview",PH70 7NE,19900868459476040,E00163998,788821787353,2,1
4,,0,"7 Hazel light, Connortown",G2 7GT,49474491538658701,E00153464,826826374120,1,-7
-3,,0,"Studio 4
Max track, Burrowsville",FK23 3JW,40818163296732217,E00119798,184336246398,2,5
2,,0,"130 Ann knoll, Lake Tonyton",DH3A 7LN,17428047140453646,E00171594,16379132600,1,1
4,,0,"1 Evans plains, South Jordanside",LD2E 6JQ,84665847574177397,E00119912,76832955370,1,4
1,,0,"Studio 12e
Sally stravenue, Leonardview",M48 4HB,48662497659464228,E00153458,211792699344,1,1
6,,0,"Studio 6
Kirby parkways, Metcalfefort",B84 3ZL,88788449906972646,E00153534,574726775830,2,-7
6,,0,"175 Naomi causeway, South Caroline",E0K 7RJ,60367066394028969,E00142067,582323909025,5,3
-9,,0,"4 James crossing, South Marian",B4G 1QU,63345247224945091,E00135737,255361026903,3,3
-3,,0,"Flat 13
Victor mountain, Lordhaven",OX62 0PT,96933116049367699,E00135746,375116539325,2,4
-3,,0,-9,G5 6YD,89006862863663763,E00135815,654442280750,2,4
7,,0,"8 Lewis streets, Samuelview",N7B 8BQ,96745980301034093,E00119998,448090746160,2,2
-7,,0,"77 Hill rapid, Campbellfurt",B2G 5BP,80250975781683173,E00037140,689428394595,1,3
3,,0,"78 Charlotte isle, Smithburgh",-9,59794517150671289,E00037290,232807280985,2,4
7,,0,"842 Sara club, Josephview",NP7 1TU,83495895817873541,E00165395,669408448994,5,-7
-9,,0,"Flat 81
Allen locks, South Irene",W29 7AL,68744786301169458,E00164398,635920859151,4,4
3,,0,"00 Wilson center, Wilsonfort",IP6 2UA,74018536432873645,E00135573,519711482666,2,3
-3,,0,"633 Gillian walk, East Maurice",S3 1JD,96011870479738487,E00164006,129281344551,1,3
1,,0,"Studio 73V
Dale squares, East Karenport",G17 2BT,80919896600892203,E00164622,284828528089,5,4
-9,,0,"Studio 81
Robinson lakes, South Eileentown",L2 5QU,84797295245016742,E00164582,792012835267,1,-7
3,,0,"Studio 12r
Garner throughway, Port Stephaniemouth",M73 1NT,21630676659707500,E00163959,352935841329,5,5
1,,0,"3 Marion mount, Hannahton",W8F 6RF,10338546722186697,E00037087,206778517815,2,5
-7,,0,"Flat 80
Marshall mountains, Joshuaview",SW61 6PT,46178807335570157,E00142129,737421759557,4,3
2,,0,"Flat 0
Atkins dam, South Margaretview",W88 4RN,54816000662022588,E00120135,888198688883,1,2
6,,0,"Studio 41Y
Fletcher crescent, Paulaberg",W35 0WX,74089214586653831,E00152520,996290061932,4,3
-7,,0,"Flat 3
Janice parkways, South Saramouth",BD89 8UY,77693903788517134,E00153631,352810804714,3,4
-7,,0,"Flat 9
Zoe plaza, New Martynmouth",LA2A 8YT,28551085842958433,E00119972,550891860641,1,-7
5,,0,"09 West ports, Melaniemouth",G18 6BR,66944179076690193,E00164067,467133680239,2,2
4,,0,"804 Jayne fork, East Vincentmouth",B9T 8LJ,90426004887250056,E00135495,35886923359,4,3
4,,0,-9,L5 4NY,10115318038728391,E00135786,507069029340,3,2
-3,,0,"Studio 42Y
Jasmine points, South Dominicfort",E6A 0WX,61976482072136038,E00037365,427899474260,1,3
2,,0,"Flat 30D
Barrett points, Mitchellfort",W8 8US,46828752706394901,E00164528,762331871107,1,1
5,,0,"Flat 31a
Buckley oval, Ashleyhaven",SL0Y 3GP,72329002016009549,E00135415,184735013019,2,-7
5,,0,"663 Elliott park, Elliotshire",CA92 6YR,19666050802749095,E00169666,197882146287,1,3
-3,,0,"36 Jones islands, Rogersborough",SL8 0QT,21063031207275430,E00152618,731531344485,1,1
3,,0,"Flat 6
Hayes stream, Mauriceland",E1 9TD,14377491815212765,E00153633,585266657808,2,4
5,,0,"Studio 81
Leonard trafficway, Port Neil",BR74 2SF,54103411034761671,E00171607,494967978821,2,4
1,,0,"Studio 3
Rosie view, Lake Kathleen",N8W 9UB,88320475074406835,E00164103,515767107694,2,5
7,,0,"00 Day keys, Jennaside",S1 4TY,18698452619304486,E00152648,876012237091,2,-9
1,,0,"5 Bibi tunnel, Port Robert",M0W 3LX,64463278269970886,E00135507,130706266774,1,-7
2,,0,"Flat 89b
Jacob drive, New Natasha",NN8M 5NX,29880789589540469,E00163860,957147543324,2,5
-7,,0,"957 Connor shore, Lake Daleland",S9B 5EE,10342916349066445,E00119831,306275365806,3,1
-7,,0,"030 Dawson underpass, West Janice",G6 6ET,27434954931580621,E00141214,184520214424,2,2
4,,0,"Studio 74
Steven harbor, North Vanessa",B6T 0GR,36614618724318428,E00037364,641349102317,2,3
5,,0,"Flat 90
George junctions, South Alison",M73 9YY,40593857892596337,E00037359,415488223880,5,3
1,,0,-9,B3J 4JE,83352611882854656,E00135456,639592230624,2,2
2,,0,"583 Louis coves, Port Adamside",S6 3YJ,82392318506713910,E00141269,645258094136,2,-9
4,,0,"Flat 57
Robinson vista, Derekhaven",DH3 8BU,81985556901236318,E00141223,700723183870,5,-9
5,,0,"Flat 19P
Lucas gardens, West Elliottfurt",FK23 7ZU,88370700682659679,E00153415,370047588667,1,2
1,,0,"569 Vanessa estates, West Garry",W61 7AH,83965392154976867,E00135835,393058470858,3,3
-9,,0,"1 Mohammed ridges, New Patrickshire",G79 1HB,46577228346863856,E00165379,256076615899,2,4
5,,0,"Studio 00
Iain route, Chapmanstad",NP3 9YZ,64176273944767833,E00171610,52046247685,2,-9
4,,0,"Flat 0
Little ranch, Victortown",SK1X 5LR,69152997640191413,E00153639,384532527293,2,-9
5,,0,"764 Gardner common, Allenfurt",CH7A 0EQ,34224409249434965,E00135502,321415845728,1,3
1,,0,"585 Tom camp, Port Marian",WD02 6LD,38763172233390573,E00135689,315150719771,2,3
6,,0,"30 Stewart land, North Juliahaven",HX1E 1TY,49441830181738702,E00165395,361145596061,1,-7
6,,0,"Flat 81
Perkins curve, Port Ericborough",N2 6WH,51351485290338280,E00119867,919416406767,2,-9
3,,0,"Studio 98
Rosie ridges, Brooksport",W7 5NH,54195488938391980,E00163997,458743711747,2,-7
1,,0,"83 Singh parkway, New Josh",E8 2JP,22520244853236952,E00037354,731495653799,5,2
3,,0,"91 Davies divide, East Dianeville",WD7M 3BB,69586520420312164,E00120008,434596016441,2,-7
-3,,0,"Flat 69
Alex oval, Andrewburgh",DG43 5GA,91105698794971817,E00141233,420936238616,2,4
2,,0,"90 Joel cliff, North Natalie",G52 0ZT,66557837721903374,E00120143,150189808724,2,2
-9,,0,"Studio 5
Julia mountain, Hazelburgh",M5 8QY,49509211912526205,E00152585,767481968142,5,5
-3,,0,"946 Young shores, Mauricebury",G4 5AZ,47515264749733177,E00153424,764071386049,4,2
6,,0,"Flat 77
Jason gateway, Lake Brettville",B91 4WT,17223731347146718,E00152582,686931109124,1,3
6,,0,"51 Whitehead greens, West Bethan",L95 6GT,10852660092245114,E00165495,759292273559,2,4
2,,0,"93 Fraser station, North Charlie",W95 4JN,66942008455520545,E00120010,716829161941,3,-9
7,,0,"Studio 96
Cross divide, Judithborough",L5 2ST,31140960871447112,E00119937,6664458789,1,4
6,,0,"Flat 16
Ellis centers, Port Gavinburgh",WR1 5NT,17654590788453783,E00165732,368772658049,2,2
5,,0,"1 Jones rapid, Paulinefort",L4G 1RX,82223187826364699,E00037296,159556426519,1,1
7,,0,"4 Morgan parkway, New Arthur",KW4B 2NL,27960580361411848,E00120151,576072757289,2,2
3,,0,"Flat 45
Johnson street, Lydiaport",E9J 4NP,59459446407604647,E00135475,330851559944,1,-7
1,,0,"Flat 14
Atkins courts, Jaketon",HP8 9DR,67919866174250326,E00142177,348579414549,4,5
-3,,0,"Studio 6
Brown gateway, Lake Jakeville",WF0V 1JS,40223103202752378,E00135706,217307070477,1,-7
2,,0,"Flat 91
Dunn keys, Naomitown",BS7 1QY,62576164841615132,E00120039,552023314150,2,3
4,,0,"Studio 91J
Baker crossroad, McDonaldborough",HU93 7LR,87293141353474129,E00165381,246949536064,3,4
6,,0,"Flat 36
Richard turnpike, East Francescahaven",G6 9NZ,43500988348808333,E00119788,538568638273,2,4
1,,0,"45 Bradley prairie, Joneshaven",G5 4QX,36695760375041647,E00152604,671994348108,1,2
6,,0,"Flat 21G
Wood terrace, Greenfurt",HS5 7ZP,62845063750140000,E00037400,501112865398,4,-9
2,,0,"7 Smith freeway, West Normanton",G0 0DS,69853624004898064,E00141270,226106394689,2,2
-3,,0,"4 Michael vista, Singhshire",SS99 9FW,47844906123997403,E00037349,44774859386,2,4
3,,0,"575 Marshall mount, South Darren",M6 0GX,24523608002544664,E00135586,475794890516,5,-7
5,,0,"0 Kaur rapid, North Brandon",RH62 6YX,26341509411241911,E00165344,756405469469,5,5
2,,0,"Flat 9
Jay alley, Coxbury",GL83 6WF,47072824390260191,E00135407,590810057274,1,3
6,,0,"11 Bibi stravenue, Pamelastad",S05 3RH,83398588322102436,E00119965,166824257111,2,4
1,,0,"Studio 78Z
Davies estates, South Declanhaven",B47 2RL,13378739881979475,E00152663,570300594210,1,-9
-3,,0,"762 Craig lodge, Damienville",B14 1QA,33911193290461652,E00119888,296887295158,2,1
-7,,0,"Studio 8
Clifford curve, Allanfort",WN0 0ZQ,86700674020894633,E00171444,727346174545,2,2
7,,0,"070 Perry points, Caroltown",WN3Y 9GA,42808407052953138,E00135643,25082427580,2,2
5,,0,"Studio 33
Wood shore, Georgechester",DE5 7SA,11213442888030895,E00165504,191195529603,1,2
5,,0,"Flat 0
Wilson station, Alexanderland",TA3X 7LQ,96944762541670938,E00120153,951181291646,1,1
-9,,0,"90 Carol falls, East Bruceton",B0 0PZ,85641602738461541,E00141240,325561968799,1,-7
6,,0,"Flat 8
Sutton knolls, Lake Kennethborough",IP43 3YZ,90586527926688003,E00120059,611435731043,1,-7
-9,,0,"Flat 54x
Banks causeway, Port Sara",ST9R 9QF,67858923608594029,E00164549,787380144844,2,2
5,,0,"0 Lorraine square, Antonyshire",RM97 3PW,64602761125583099,E00135731,895883604223,2,1
6,,0,"Studio 57
Nicholson stravenue, Eileenhaven",M64 0BA,87892221645704649,E00164105,499731833849,2,5
-9,,0,"010 William views, South John",L5F 9XF,22430112956149397,E00165341,445221903637,1,-7
3,,0,"221 Christian shoals, Declanport",PL1 2JU,10386298019418006,E00119876,344917698219,2,1
-3,,0,"Flat 74d
Carol dam, Lake Derekmouth",LU8 7RE,58490395335641451,E00152511,762429388002,2,4
3,,0,"83 Leanne fall, East Jack",HX0 6XB,41197034424341767,E00142026,535933768712,1,5
-3,,0,"06 Meganlspurs, Susanview",-9,53355076864017362,E00037293,274534557862,2,-9
7,,0,"22 Hughes lake, Kaurburgh",HR0 3UN,30455335793865826,E00135725,348336666908,3,-9
-7,,0,-9,HG2X 3LB,46375248860053956,E00164393,638555461008,5,-7
3,,0,"32 Chelsea pass, North Francismouth",M4 9AW,71395309876442559,E00165611,591426159436,1,4
2,,0,"73 Hall pine, Alisonfurt",N2 9DE,55985013206135327,E00163912,524144967815,1,-7
2,,0,"Studio 75
Fiona ranch, Lake Martinfort",IM9H 9BN,58171196748360789,E00119984,522947029234,4,-7
-3,,0,"Studio 26
Morris ways, Port Saramouth",W3T 2AQ,15326181331324679,E00165539,491218027964,1,1
-3,,0,"Studio 00
Lesley crest, Hollieberg",DG3 3NS,69850138771287993,E00037295,856295481797,3,5
5,,0,"92 Billy union, West Tinabury",DY06 6GE,30916897631582731,E00165550,872226990,2,1
-7,,0,"Flat 34V
Elliott place, South Ricky",-9,82201801803854218,E00165468,166772914830,2,1
4,,0,-9,E0 0WE,78324379166620440,E00163959,117959845332,5,2
2,,0,"Studio 0
Donald knoll, Wrightbury",S3 6NZ,96948274393761926,E00120139,118192198915,2,-9
5,,0,"0 McCarthy cape, South Angelaland",EC6R 6GA,94441771300279256,E00165491,754441332131,2,1
4,,0,"98 Baker shores, Lake Glen",S4D 4AX,32661331241611341,E00120113,899050528027,4,1
-7,,0,"Studio 43W
Parkin meadows, Douglasland",M2D 0UW,79353700676395908,E00037251,791053815545,2,-7
-3,,0,"5 Thomas path, Whiteton",PL5 1mY,32081983031348453,E00135763,157430243317,2,-9
-7,,0,"Studio 41j
Mitchell ports, Brianside",W9 5XZ,93250516463201040,E00135550,402651796974,2,3
6,,0,"4 Finch lakes, Lake Harriet",IVu 0JZ,15486716973153263,E00135696,866754711545,3,4
6,,0,"4 Payne lakes, Rosemouth",SE1Y 7QR,32135171153408170,E00119933,883263082627,4,-9
4,,0,"Flat 84t
Bethan hills, Alanborough",YO6A 6DU,99415666755521709,E00135515,475100750200,2,2
5,,0,"Studio 29
Day roads, West Cameronport",E44 4HY,55913772429523084,E00135770,155141091398,4,2
4,,0,"5 Charlton stravenue, North Amandastad",BB5 9SY,32555064153930292,E00135671,545390855600,1,4
-7,,0,"2 Garry trail, Wilsonburgh",LE01 1JE,11046229906172715,E00164552,594946944269,2,5
1,,0,"Flat 5
Dominic path, Traceyshire",KA32 6DZ,57113838828796646,E00165459,703674350918,5,5
6,,0,"Studio 70B
Jasmine walks, Robsonshire",E74 2DF,89222033046728844,E00037357,613990643015,1,4
-7,,0,"6 Mason street, Frederickchester",SS0 0FP,15495760575356349,E00152628,601185624745,1,3
5,,0,"Flat 81
Brooks pine, Port Billy",E6U 5DW,40600146631497189,E00135826,47139744338,1,4
6,,0,"Flat 25
Fry heights, Marionhaven",S6 8UZ,79975635120393927,E00135789,31489752917,3,-7
2,,0,"Flat 0
Francis motorway, Jeremybury",O7G 3LP,60307084313197500,E00142062,327796685634,1,2
-3,,0,"Flat 56
Karl fields, Charlietown",ML94 9JD,10699209418763681,E00120059,459155534262,2,3
-7,,0,"Flat 7
Alice plains, Lake Charlenemouth",E35 5FP,10068394195545228,E00135737,362050985264,2,1
7,,0,"50 Hudson trace, Annetteville",IM79 5YR,33954187832075335,E00165354,270429117301,4,-7
4,,0,"71 Melanie centers, Williamfort",W4K 6RH,53172232519018646,E00165573,811887408134,4,-9
7,,0,"909 Harris falls, New Joe",CW79 5ZE,58503034974944299,E00164061,364270782817,2,1
-9,,0,"Flat 79
Wood plains, Emmaland",SE9 9XA,72545172821021214,E00153538,692327466855,3,-7
-7,,0,"788 Max drive, Shanemouth",BA6X 7EE,88189958103939793,E00119801,817235382046,2,1
-7,,0,"Studio 4
Jade dale, Rileyberg",S5C 3SX,14855110728626694,E00163842,400326008169,3,4
1,,0,"95 Lewis mountains, Leanneton",WA2 2DH,77384511973633214,E00037301,148307750340,2,4
1,,0,"9 Griffiths track, North Brandon",SN27 CJB,60064190907809869,E00119885,260251934150,2,4
5,,0,"Studio 80A
Moore fort, Fosterland",G82 2XZ,38021527346234114,E00119959,332875952158,3,4
5,,0,"Studio 00B
Shane union, North Kellyton",UB5 3RD,18189178606583486,E00164063,497210745239,5,2
5,,0,"Flat 3
Mohammed place, Mitchellfort",N8 9FP,83974028128545624,E00135833,505884670876,1,3
5,,0,"Flat 12d
Karl lane, Donnellyport",N9 6WJ,96423395253152940,E00142017,404086415423,4,2
-7,,0,-9,BN8 2EZ,74841836102257685,E00135725,879988054487,5,2
6,,0,"91 Jamie heights, West Lee",B8S 3EF,92496104496857592,E00135658,417671697073,1,1
1,,0,"6 Shah haven, East Mathew",B1 0AU,38253077385206703,E00152583,871628417687,3,2
4,,0,"Flat 7
Jones ways, North Lydia",TR6 7YU,23773377052966009,E00165595,878854228237,3,-7
6,,0,"Flat 23
Patterson keys, Thomasport",G2 5GB,58729042300299747,E00120131,596536742681,2,3
7,,0,"Studio 6
Johnson mission, Vaughanview",E8 8RA,31567637676086079,E00135456,674953506515,4,5
-3,,0,"7 Thomas port, Mooreville",AL61 4ZZ,45931856699663859,E00142046,353389835422,3,1
2,,0,"Flat 02
Tina creek, East Wayne",DY27 0RT,45176377939122722,E00120116,266845888780,5,2
-7,,0,"Flat 3
Lamb light, West Darren",M1 3TE,85995089452889851,E00037191,451196201167,5,3
3,,0,"Flat 2
Carolyn mission, East Jodiebury",EC79 3ZF,92543190304241129,E00164474,231237861794,2,-7
-7,,0,"Flat 79
Mills lake, Andrewborough",E5 7QJ,33136365444384296,E00165632,700717643833,2,1
-9,,0,"Flat 14i
Suzanne lodge, Jonathanbury",E44 6AU,52074287619384461,E00142021,115111454159,2,3
3,,0,-9,-9,21522463054071718,E00165463,446850812626,2,-9
1,,0,"106 Freeman camp, North Jordan",GL1P 1FP,19424636809789147,E00120019,217138588347,2,4
1,,0,"938 Sandra brooks, Lake Anneside",NE67 4YT,96320340264266011,E00165410,361951693167,2,5
-7,,0,"77 Marion track, West Scott",HX3 3XH,33994670153876430,E00163962,356123601279,2,-7
-7,,0,"9 Stewart causeway, Willismouth",M0A 3NP,31663192286497169,E00165585,347811197202,4,4
5,,0,"Flat 46
Ashley corners, Juliaside",M8D 8AG,37510862634175987,E00135510,33369146462,1,1
3,,0,"1 Newman fall, Joshuafort",TA72 3QA,22938305634033028,E00165651,285705070191,4,3
7,,0,"Flat 72n
Timothy views, New Valerie",E2 1FA,85192042394250952,E00164472,572553746721,4,1
1,,0,"Flat 25R
Olivia streets, Port Christine",N03 4TQ,46290850461595422,E00153690,306261746005,1,4
-9,,0,"4 Kirsty valley, East Dawn",N9U 0GQ,33126618813153018,E00165407,36394317489,2,2
3,,0,"Flat 28
Butler summit, Taylorside",E8F 1LB,92307095577742442,E00153566,51501399072,2,1
-3,,0,"Studio 6
Lloyd falls, North Lindseyborough",M6B 2WX,10585431451556105,E00135826,395438610930,2,5
2,,0,"32 Ward manor, Collierburgh",BH8 5XA,90511746437923422,E00165609,892814507942,2,-7
2,,0,-9,S77 7JS,26466344408513689,E00135627,419737589510,5,1
-3,,0,"1 Patel fords, South Sara",W2U 8XU,55708759121397241,E00164512,913878927922,2,-9
3,,0,"Flat 3
Amy ramp, Port Julieberg",W9 3ZL,37565135059164492,E00153423,513088166303,4,-7
-9,,0,"92 George grove, Lake Lee",LU1 9GH,77230144994770681,E00164532,443765224985,2,5
-7,,0,"Studio 1
Ashleigh green, East Colinton",IP9R 9DH,27722120177052348,E00120015,300472950491,1,-7
3,,0,"1 Harriet meadows, Greenbury",BR9M 1ZF,40526100387476510,E00037297,245441080796,2,2
-7,,0,"Flat 9
Sharpe orchard, Claytonfort",KA98 7HB,52403049243181545,E00119874,709093368610,1,1
4,,0,"Flat 7
Brown wells, Petersfurt",IM3 4JN,61200283374119740,E00119930,660724294766,2,1
5,,0,"Flat 3
Lindsey ports, Justinchester",WC24 6RR,44578591630690137,E00120006,775196417473,4,5
5,,0,"11 Hughes row, Thomashaven",L96 2JS,74977850027616331,E00119918,278637879703,5,1
-7,,0,"Studio 6
Ricky heights, North Jasonport",N48 1UN,61613696222891977,E00119826,941737464536,2,5
-7,,0,"Studio 1
Walker track, New Josephbury",TN7P 6XP,68338465327557387,E00135533,689129240960,2,3
5,,0,-9,SR64 6JH,93665072733505698,E00165528,757092627442,1,1
3,,0,"Studio 59b
Jennifer unions, Port Margaretville",N3 4XR,22643805497460257,E00135491,842152950336,2,2
3,,0,"694 David canyon, Port Emma",TW29 6QX,48648662583520574,E00037367,554159021351,2,3
6,,0,"9 Tony cliff, Dobsonstad",DN54 0LZ,99486333278350057,E00165640,584562401337,1,5
4,,0,"Studio 8
Joseph crest, Palmershire",GL60 9RU,49542764534405664,E00119921,232554461902,2,4
5,,0,"Flat 51
Sean land, West Clare",L3 9BE,19411638835780610,E00135838,892391069504,1,5
7,,0,"Flat 9
Bibi hill, West Anthonyside",M0 2BQ,60323787055677888,E00164496,363087219179,3,-7
-3,,0,"90 Terry green, Lake Johntown",BH4H 8WU,81209907343637183,E00164519,624981573601,1,-9
4,,0,"Flat 88d
Georgina cliffs, Lake Stephaniefurt",PE39 8DL,16568621662331950,E00152666,450342702811,1,4
5,,0,"2 Lucy pine, Port Bryanview",Wr11 5BA,87602117447026358,E00135826,217925009312,1,1
2,,0,"Flat 09
Robinson mill, New Katherineshire",E5H 9LT,46855466343787040,E00164555,795796054951,2,-7
4,,0,"93 Francis burgs, Parkerview",CM3 2RB,49262475389325911,E00120147,748220588742,1,-9
3,,0,"4 Wade meadows, Port Ashleigh",ML29 8SB,84677141747708837,E00164113,415876409689,1,-9
3,,0,"86 Brown junction, Leonardton",BN92 5UE,67203750394898722,E00164062,578605866711,2,5
1,,0,"Flat 67
Ruth passage, Lake Frances",GY08 0YX,71616434504213623,E00141262,321687690454,2,2
6,,0,"8 Guy rapids, Wilsonville",CO0 1AA,93031716865792477,E00142048,573616256314,5,-9
6,,0,"Flat 74
Alex river, Anthonyburgh",CB1 9QQ,99831863536665906,E00119974,761897407958,2,4
2,,0,"Studio 99
Owen parkway, Shirleyfort",-9,55462419144735145,E00119950,913879869827,4,2
-7,,0,"Flat 19r
Metcalfe rapids, Patrickstad",BA50 6BD,86433417606921661,E00135580,787367691833,3,4
7,,0,"959 Gareth via, Leighmouth",-9,53870697302920193,E00163962,739647635454,2,3
5,,0,"Flat 32U
Irene ridge, East Abdulview",WV1M 7NN,17126053730464716,E00135595,495751599813,1,1
1,,0,"511 Pritchard street, Julianmouth",WN44 9DE,37789380802326880,E00120000,24873514128,1,-9
4,,0,"Studio 79
Walker spurs, Jayneside",SN00 7LZ,13101307443006079,E00164063,308168259972,2,1
6,,0,"Studio 6
Heath park, West Dianeport",BS86 0XF,73413507613881115,E00164057,471497302225,5,1
1,,0,"Studio 31
Donna valley, Kempchester",B4 2LB,77554117673190483,E00135747,565107648280,2,1
3,,0,"Flat 84
Laura parkways, North Teresa",B41 4YF,59789889657591794,E00135545,451376038218,1,2
2,,0,"Flat 62
Sharon light, Port Brandontown",G6 5JS,79465511140467495,E00120042,422380789650,2,2
2,,0,"76 Walsh spring, West Tracey",G69 9HL,98955978489217820,E00152613,985176310502,4,2
2,,0,"Studio 8
Stephens parks, Stewartchester",TW63 4GP,93615178194739174,E00142067,208851243843,2,3
6,,0,"Flat 7
Brenda isle, New Janet",B0 2DY,63232955516695400,E00164063,708717666305,2,2
-9,,0,"898 Smith ports, Davieston",B29 2YT,18018017739524426,E00119914,17963036776,2,5
2,,0,"Studio 1
Davison fork, Joannestad",E95 5JF,42223521268211749,E00119890,449499650695,1,2
4,,0,"87 Jackson way, Joanneville",YO6Y 2JT,21958601621624125,E00152618,585956660071,5,3
-9,,0,"Studio 31Q
Brooks point, Port Tomtown",TQ5M 9TL,55450645952348581,E00153408,800437108690,2,1
1,,0,"Studio 19s
Parsons terrace, West Ryanburgh",W9G 6US,33728041890621032,E00135618,315668217399,5,3
1,,0,"Flat 7
Nicholls alley, Davisonbury",W17 9SA,29517239088103811,E00135446,581454596531,2,4
2,,0,"79 Philip camp, Georgechester",OX1X 2UD,75794594058822976,E00119998,171389632251,2,4
3,,0,"Studio 35S
Jones heights, Lake Abdul",HP21 9RQ,74144347838677145,E00165398,718159945873,1,5
5,,0,"7 Pauline lights, Lake Nataliehaven",WC3 0HT,16358849565042155,E00120046,210854558252,1,3
4,,0,"99 Hazel passage, West Louisstad",E04 6NP,63173255886819551,E00164506,888658747935,5,-7
7,,0,"324 Wilkins square, Aaronside",IG32 2RS,91056404266194792,E00164601,117246065543,2,5
3,,0,"430 White gardens, Lindseyfort",TN2 0BQ,52459372623080049,E00169670,460907857054,2,1
2,,0,"492 Iain circles, Mandyborough",G65 2QX,13550523411212156,E00142180,572739264345,3,1
2,,0,"7 Robinson squares, Gordonfort",EC4 6ZA,86679530233652415,E00170115,403063249088,1,-7
1,,0,"Studio 38
Brandon hills, East Stuartberg",B85 9TA,90210785935678974,E00152668,680122379972,1,3
2,,0,"Flat 4
Ashleigh island, East Jasonland",NP2B 5AQ,73960676799327027,E00141218,643084471182,3,2
1,,0,"Flat 51T
Harry heights, Johnchester",WR9 9PR,43237720067495575,E00037247,549621974468,2,2
1,,0,"18 Stevenson green, South Chloeside",WC8R 7TU,70320352078590153,E00164126,491748062096,2,2
1,,0,"Studio 0
Hill station, Joannatown",W1 5GD,90787130277784532,E00119870,64910639634,2,3
5,,0,"8 Edwards glens, South Frederick",L75 7XS,10291277276849010,E00135432,739726220807,2,-7
-3,,0,"Flat 90
Pritchard points, New George",GY1M 1AJ,15536265179986192,E00135843,330211073761,1,1
1,,0,"Flat 9
Hawkins junctions, Port Stuart",YO4 3LS,32702953826180724,E00165453,275328192816,2,2
-3,,0,"Flat 91
Clark court, Lake Anna",WC5B 3BE,92829054048111250,E00037293,531036617128,5,-9
2,,0,"Studio 7
Joel lodge, West Frank",N4 9QQ,13384555658105786,E00120045,172657262642,2,4
7,,0,"Studio 38T
Tony greens, Robertsborough",NW39 2NL,51988948930839517,E00165518,917962510384,1,3
7,,0,"Flat 26
Williams ferry, Lauraberg",WV9M 0LN,94577260753118503,E00153684,271266857939,2,-7
5,,0,"05 Ricky courts, South Tomfort",CT4E 1SL,73737745878724589,E00037361,753923859296,2,4
4,,0,"Studio 62r
Jones lane, West Deborahburgh",W5F 3GE,40940668118259185,E00172222,116774861530,1,2
-3,,0,"Studio 03
Jade view, Matthewview",WA83 8UN,14360079126529505,E00119989,492075500117,2,3
7,,0,"568 Mathew isle, Garryborough",L29 8JP,95895900089479002,E00153630,958905564085,1,3
2,,0,"879 Naomi way, West Angela",WV79 7UZ,74630327398247363,E00141246,10247640154,2,2
7,,0,"Studio 4
Hugh key, Geoffreychester",M9 6XF,77655258526541210,E00164583,415783071952,2,5
-9,,0,"6 Rowe lodge, Karenshire",L97 1YR,97504738022565980,E00165353,89950176508,2,-9
1,,0,"62 Swift fields, West Lewis",YO3 7PQ,65133143908001965,E00135745,45902846832,2,5
2,,0,"Flat 15I
Lee greens, West Jodieburgh",S7 0ZB,50589085942089979,E00171586,427820658136,2,2
5,,0,"Flat 6
Green common, North Donnaberg",PR3 1YL,73476555445986459,E00135742,25752312568,2,5
6,,0,"669 Matthews point, North Leigh",N0 2HJ,20068882537254439,E00135615,360149500746,5,-7
-9,,0,"Studio 89r
Leslie mills, Allenhaven",NP2W 6FD,63552207625463120,E00152504,430577362111,2,3
-7,,0,"Flat 74
Brian garden, Port Arthur",DN1 7LA,21341223520732306,E00135763,633708146159,2,-7
4,,0,"78 Debra via, West Yvonnetown",TQ2N 2UU,90358088242072519,E00165646,903730001138,3,-9
-9,,0,"495 Roberts junctions, Lake Anthonybury",LN4 5TQ,46152413370968901,E00135681,850269746625,1,-7
3,,0,"75 Ellis spring, Martinmouth",B7D 8LJ,12723807772807006,E00165630,387343840695,4,2
-3,,0,"9 Deborah junction, Trevorside",IV3E 2GE,65974903805106225,E00135542,60591229175,1,-9
4,,0,"Studio 7
North street, Saundersport",RM2 3YY,85784194872537066,E00135691,377550774580,2,-9
-9,,0,"Flat 16
Mohamed square, Pickeringmouth",RM0E 7JZ,45345693517081842,E00153421,149596133732,1,4
3,,0,"Flat 17Y
Fraser walk, South Chloe",M3W 4FT,52889898045899677,E00135406,242083103270,2,-9
-3,,0,"Studio 79
Anne hollow, West Janice",E45 0PB,17901463041810837,E00037360,594603345386,3,-7
1,,0,"207 Abbie rapid, Paigetown",CV2R 1BJ,88760918117210194,E00120041,715307043436,2,2
-3,,0,"53 Byrne skyway, North Daniellechester",S9 1UT,85430817845179094,E00135475,246282909159,2,4
-9,,0,"8 Wheeler well, Kathleenberg",G5C 9NH,99503785454852638,E00165522,164042813360,4,-9
-7,,0,"80 Hyde corners, Millerville",G4 0QU,57841344029871838,E00165431,743113816627,1,5
-9,,0,"Flat 5
Hilton lake, Goodwinstad",E55 8YF,45861750452987249,E00119869,411269169924,4,3
