Alternative_Address_UPRN,Household_ID,Visitor_Address,Visitor_Address_Country,Visitor_Address_OA,Visitor_Address_Postcode,Visitor_First_Name,Visitor_ID,Visitor_Last_Name,Visitor_Sex,Visitor_Day_Of_Birth,Visitor_Month_Of_Birth,Visitor_Year_Of_Birth,Visitor_Age
922623568001,13548713474692055,"72 Jay run, Lake Andrea",744,E00135741,SA86 9UW,Pauline,5465856695206850341,Thompson,2,7,9,1995,24
107289809952,45760526906979482,"Studio 90
Marshall islands, Bentleyborough",911,E00120058,GU7 5ZP,Samantha,8303894654596130875,Butler,-7,7,7,1990,29
257788093804,44483057835915404,"45 Knowles gateway, Doddburgh",951,E00037162,S36 9RU,Mark,5671536305066409326,Hale,-9,10,4,1996,23
408375253599,71010838075568079,"Studio 96g
Johnson cove, Oliviastad",288,E00153468,M2S 1ZD,Emma,2245216615485311286,Burke,2,22,7,1961,58
304687852938,81840759204384621,"181 Little viaduct, Morganstad",500,E00165349,WR6H 9SR,Malcolm,4464307899429942105,Ross,-9,11,8,1921,98
661446818148,48653769439495997,"29 Parkin station, Port Robert",56,E00135711,N9F 3HQ,Graham,5772480464352002897,Begum,-7,12,12,1947,72
654508600456,12251346031049930,"Flat 58x
Leslie island, East Louis",438,E00037297,CH9H 4GE,Michelle,8847692927569707534,Jones,1,29,6,1984,35
907439085664,16552573137049358,"Flat 6
Lee hills, Perryberg",434,E00165607,CR56 6RY,Kayleigh,1446521399708170619,Evans,1,2,2,1917,102
61887886559,48970118974430472,"15 Bruce hills, New Shirleytown",626,E00152675,TW6 6XA,Ellie,8313956300403905188,Jones,2,8,9,1921,98
865739428886,27210884146196139,"Flat 00c
Jayne port, South Gail",254,E00169663,S2U 6FG,Joseph,1561884100662124534,Fletcher,-7,20,1,1917,102
341399805430,24974599042322343,"013 Begum unions, Gillstad",540,E00152656,BL2M 6UR,Rosie,8453430073856232495,Grant,-9,7,3,1965,54
296285908138,77940882878839319,"Studio 47V
Toby coves, Lake Georginastad",925,E00169670,S6 8XW,Jasmine,2871633736746183549,Robinson,-9,11,2,1985,34
973315373862,44208576017029271,"13 Wendy courts, New Dianetown",901,E00135737,HP1 5EL,Bryan,4257971682496672914,Davison,-9,24,1,2001,18
722700980096,32860810574397018,"Flat 22
Begum trace, Shawtown",496,E00135433,S53 7DB,Abbie,1682758854894586645,Hart,1,21,7,1940,79
445426096773,93418527723865696,"58 Shane vista, Brendafurt",72,E00169648,PH8R 3LQ,Matthew,6986001760157874635,Miller,-7,4,1,2017,2
669390686631,57868719267577575,"Flat 2
Dale mountain, Danielmouth",670,E00119877,N4S 2HU,Beth,2004144626713518478,Davison,-9,8,2,1930,89
