Accomodation_Type,Any_Relationships,Household_Address,Household_Address_Postcode,Household_ID,Household_UPRN,Resident_Count,Ownership_Type,Census_Address,Census_Address_Postcode,Census_Address_Country,Census_Address_Indicator,Resident_Count_verify,Other_Address_Count,Other_Address_Count_verify
1,,"Studio 81x
Power hollow, Port Craig",CR9P 3HG,78574117691829445,663914198095,1,1,"Studio 81x
Power hollow, Port Craig",CR9P 3HG,957,701599032933,1,40,40
-9,,"928 Tony shore, South Laurashire",S8 4GW,29444695134931488,470808942906,2,-9,"928 Tony shore, South Laurashire",S8 4GW,972,671252588959,2,3,3
2,,"Studio 84
King falls, Antonyfurt",BD5W 7NA,77387784239099942,579695704104,2,-9,"Studio 84
King falls, Antonyfurt",BD5W 7NA,314,4639813976,2,45,45
4,,"97 Gavin burgs, South Nicole",M0J 0SY,59618381193257871,38945198144,3,3,"97 Gavin burgs, South Nicole",M0J 0SY,661,271187035652,3,32,32
4,,"7 Butcher place, Cookstad",BR7E 4HT,88820541110304366,539203478729,5,4,"7 Butcher place, Cookstad",BR7E 4HT,466,829595239559,5,67,67
7,,"09 Burns falls, Dunnville",-9,76398606595105482,724366886339,2,1,"09 Burns falls, Dunnville",KW5E 4DS,324,152362496436,2,49,49
2,,"117 Grant drives, South Connorside",JE3E 1RX,50784092485108308,681724209065,2,4,"117 Grant drives, South Connorside",JE3E 1RX,340,99962171035,2,37,37
7,,"Studio 94A
Lewis key, North Jason",B3 2FR,16402405514929763,152549747483,2,3,"Studio 94A
Lewis key, North Jason",B3 2FR,426,662774527611,2,63,63
4,,"Flat 1
Jake valleys, Marchaven",E9D 3RN,71595880570432558,216464976396,5,2,"Flat 1
Jake valleys, Marchaven",E9D 3RN,826,104860893382,5,81,81
-7,,"4 Shah divide, New Connormouth",W6 0LU,19320656860695014,74717351068,5,5,"4 Shah divide, New Connormouth",W6 0LU,492,880813473223,5,52,52
1,,"Flat 40j
Tina ridges, Terencechester",HA01 8XR,61657522126977487,247174514093,2,3,"Flat 40j
Tina ridges, Terencechester",HA01 8XR,234,785909183868,2,95,95
-3,,"9 Jamie loop, East Cherylfurt",RH1 9AL,93767181304473998,331314178342,5,3,"9 Jamie loop, East Cherylfurt",RH1 9AL,840,686176353501,5,44,44
-9,,"Studio 8
Margaret lights, Natashabury",LN0 7US,19909054542850253,779076923582,2,2,"Studio 8
Margaret lights, Natashabury",LN0 7US,102,526111251865,2,41,41
-9,,"75 Baker hill, Valerieberg",N13 0UE,63501207271257920,444285135236,5,2,"75 Baker hill, Valerieberg",N13 0UE,650,497731224323,5,29,29
-9,,"Studio 40n
Graham skyway, Leahshire",TS59 0PQ,28823283234602263,171883126208,2,5,"Studio 40n
Graham skyway, Leahshire",TS59 0PQ,634,455843081674,2,57,57
-3,,"65 Lane terrace, West Gillian",E8 1GG,25586797718089918,320623485436,5,-9,"65 Lane terrace, West Gillian",E8 1GG,711,199986548119,5,40,40
-3,,"Flat 92
Teresa flat, Raymondtown",L1 0NR,15837060344687952,632929521525,3,1,"Flat 92
Teresa flat, Raymondtown",L1 0NR,814,760594887785,3,41,41
2,,"886 Robertson view, Patelberg",BL9 7FX,54230789026310562,163656729689,3,-7,"886 Robertson view, Patelberg",BL9 7FX,921,591092062180,3,61,61
1,,"Studio 20
Davis summit, Mortonberg",CF5 6DT,16508319619221370,268697947824,3,3,"Studio 20
Davis summit, Mortonberg",CF5 6DT,407,668495390183,3,55,55
-7,,"Studio 0
Christian lodge, New Kevinville",OL1 7NQ,88255376896943695,543360098640,2,5,"Studio 0
Christian lodge, New Kevinville",OL1 7NQ,460,935987924121,2,89,89
1,,"Studio 47n
Warren heights, Kierantown",WN4 7EW,83469791693643518,96717611592,3,5,"Studio 47n
Warren heights, Kierantown",WN4 7EW,129,564486963966,3,98,98
-9,,"Studio 76d
Steele tunnel, West Harry",M4 6YP,56461316635940224,570241095934,2,3,"Studio 76d
Steele tunnel, West Harry",M4 6YP,423,692678500071,2,21,21
3,,"52 Leigh street, Russellport",OL1 7FX,67688207716390821,959853782569,4,3,"Flat 9
Booth walks, East Rossbury",OL1 7FX,329,786276132273,4,98,98
1,,"Studio 7
Taylor isle, New Marianbury",PO4 2DL,39703882224735245,951417789303,2,3,"Studio 7
Taylor isle, New Marianbury",PO4 2DL,912,319502072718,2,82,82
6,,"28 Edwards cove, Port Samanthamouth",S68 5ZE,77852508664633602,659549709773,2,4,"28 Edwards cove, Port Samanthamouth",S68 5ZE,954,383476591599,2,32,32
1,,"79 Steele mews, New Billymouth",BT3 7SD,60974946309737917,665200675601,2,4,"79 Steele mews, New Billymouth",BT3 7SD,285,89003005502,2,67,67
4,,"0 O'Brien dale, East Brettstad",E7A 3YZ,68357118889474974,520099781853,2,5,"0 O'Brien dale, East Brettstad",E7A 3YZ,494,839289803727,2,75,75
4,,"7 Parsons unions, Sandersonville",L4A 9QF,40451752391150309,911962818521,4,-9,"7 Parsons unions, Sandersonville",L4A 9QF,677,164464487405,4,59,59
2,,"Flat 78
Barker oval, New Malcolmstad",IP59 9ER,47469038385173796,428317676936,1,2,"Flat 78
Barker oval, New Malcolmstad",IP59 9ER,451,313372806594,1,28,28
4,,"8 Harrison vista, Hargreavesview",PR9Y 0DN,92593819596436015,842457565993,2,2,"8 Harrison vista, Hargreavesview",PR9Y 0DN,709,176751716136,2,94,94
7,,"Studio 95
Adams curve, East Maryview",G8A 5WB,56042925704070928,425226908829,1,3,"Studio 95
Adams curve, East Maryview",G8A 5WB,612,424350343,1,9,9
-7,,"Flat 9
Farmer oval, West Victor",G7K 0YJ,73655343824235702,516714676825,2,2,"Flat 9
Farmer oval, West Victor",G7K 0YJ,237,589894654234,2,86,86
6,,"32 Bethan prairie, New Victor",HX0X 1YE,52792842962322611,190328103568,2,1,"32 Bethan prairie, New Victor",HX0X 1YE,936,110959671066,2,27,27
-9,,"Studio 55s
Robinson circles, Dominicmouth",PH6 6LS,78263176136202033,708481804450,2,1,"Studio 55s
Robinson circles, Dominicmouth",PH6 6LS,759,38650285908,2,77,77
-7,,"Flat 34
Smith mills, New Gareth",G6E 1NS,77327879912428572,899245741481,3,4,"Flat 34
Smith mills, New Gareth",G6E 1NS,525,425967545646,3,69,69
4,,"72 Davies valley, Maureenside",E0 2XQ,18605399509612774,458247007456,1,-7,"72 Davies valley, Maureenside",E0 2XQ,781,553757268064,1,40,40
-7,,"65 Hartley shoals, Port Wendy",S7G 4JB,37419810663247290,570104455250,1,-7,"65 Hartley shoals, Port Wendy",S7G 4JB,358,416254864405,1,17,17
-9,,"083 Lorraine point, Port Meganland",HX56 7PH,55311398603425599,438640015251,2,1,"083 Lorraine point, Port Meganland",HX56 7PH,708,592690066246,2,66,66
2,,-9,W7A 0JE,11892362143277298,891808283440,1,-7,"975 Georgina skyway, Williamsborough",W7A 0JE,137,41663335623,1,43,43
7,,"65 Carter mills, South Vincenthaven",PH1P 7WH,78057922932947900,204112126229,2,4,"65 Carter mills, South Vincenthaven",PH1P 7WH,246,273287987775,2,0,0
4,,"Studio 91
Kirby bridge, Lake Bruce",FY5P 1NG,42836955936043183,317301473213,3,5,"Studio 91
Kirby bridge, Lake Bruce",FY5P 1NG,782,935995885146,3,22,22
4,,"6 Timothy forest, West Chelseaview",M4J 3DR,44100393123664610,997977897771,2,2,"6 Timothy forest, West Chelseaview",M4J 3DR,644,635571809495,2,46,46
5,,"315 Burke islands, Frenchland",N97 5ZE,50370826798045147,794015434133,2,1,"315 Burke islands, Frenchland",N97 5ZE,597,80378535524,2,65,65
1,,"306 King harbor, South Yvonne",B1 9WT,11228219625410688,68596178085,1,1,"306 King harbor, South Yvonne",B1 9WT,485,3337156317,1,68,68
7,,"910 Duncan burgs, North Paula",LA0 8NT,38307431513255969,22635571165,5,3,"910 Duncan burgs, North Paula",LA0 8NT,962,155098062773,5,58,58
2,,"29 Davidson neck, North Craigberg",DT19 6HR,49861748741509568,866337298416,1,3,"29 Davidson neck, North Craigberg",DT19 6HR,881,376796926787,1,97,97
2,,"Flat 90c
Dunn parkway, East Geraldine",W34 8QZ,15714238026405111,711015493317,2,5,"Flat 90c
Dunn parkway, East Geraldine",W34 8QZ,318,916527145293,2,93,93
7,,"2 Elliot cliffs, New Hollie",HG8 8PU,27135693437973599,905526246930,2,-9,"2 Elliot cliffs, New Hollie",HG8 8PU,794,532547119313,2,96,96
3,,"00 Christopher island, Janicestad",BH60 6ZF,86368417686588013,404249376638,2,-9,"00 Christopher island, Janicestad",BH60 6ZF,221,959252538008,2,38,38
4,,"Flat 35U
Clarke ridges, Damianhaven",S49 1PZ,78964620341062548,199570263999,2,-9,"Flat 35U
Clarke ridges, Damianhaven",S49 1PZ,588,820469909940,2,70,70
-9,,"69 Rita valleys, Lake Lesleymouth",HS98 7AD,70918519070788820,146250422307,3,5,"69 Rita valleys, Lake Lesleymouth",HS98 7AD,999,55084672670,3,87,87
6,,"916 Jones drive, Murraymouth",WC73 6UH,85846220176046797,194720916940,2,3,"916 Jones drive, Murraymouth",WC73 6UH,972,855819938700,2,24,24
3,,"939 Green ramp, Boothtown",SL4N 7EN,24901795255852827,75284545620,5,-7,"939 Green ramp, Boothtown",SL4N 7EN,939,879375416025,5,67,67
2,,"1 Thomas shore, Bensonview",WD3 3TR,17759084715182177,538485908301,2,5,"1 Thomas shore, Bensonview",WD3 3TR,338,122401212582,2,26,26
4,,"0 Sullivan junctions, Lake Ashley",N9G 8GR,80894328664991876,711664214615,3,2,"0 Sullivan junctions, Lake Ashley",N9G 8GR,486,572603289654,3,67,67
1,,"Studio 25
Claire plains, Liammouth",L62 4EA,32064295547336467,755149557586,5,5,"Studio 25
Claire plains, Liammouth",L62 4EA,551,507974623391,5,91,91
-9,,"13 Slater hill, Port Jeffreyshire",W7 5PD,66629860634300397,468609552450,2,5,"13 Slater hill, Port Jeffreyshire",N3B 4UW,828,773828383408,2,5,5
7,,"2 Alex lodge, Nicholsonhaven",L04 3Em,18594276693749410,892391265619,2,-7,"2 Alex lodge, Nicholsonhaven",L04 3EH,685,159052905035,2,10,10
3,,"Studio 1
Craig squares, Paigetown",SW2A 0XP,71163588333748717,191796982414,4,4,"Studio 1
Craig squares, Paigetown",SW2A 0XP,865,230588419356,4,56,56
2,,"Studio 07D
Maurice estate, South Irene",G18 7AR,14214197783100417,665918463727,4,-9,"Studio 07D
Maurice estate, South Irene",G18 7AR,367,521783850163,4,32,32
7,,"Flat 11
Yvonne cove, Vincentburgh",PH83 0GQ,79616724842928428,561322651971,2,5,"Flat 11
Yvonne cove, Vincentburgh",PH83 0GQ,840,421940332045,2,48,48
3,,"535 Sylvia field, Robertborough",BR61 4DP,87359389947315820,23255524926,2,4,"535 Sylvia field, Robertborough",BR61 4DP,259,13009350174,2,60,60
7,,"Flat 02t
Wayne roads, Port Joshua",N34 9BH,97999767563621736,933663892140,2,4,"Flat 02t
Wayne roads, Port Joshua",N34 9BH,269,429265453809,2,42,42
-3,,"9 Donna valley, North Mohamed",WS7 0UU,35741235385069555,814195752269,2,1,"9 Donna valley, North Mohamed",WS7 0UU,412,268878281679,2,78,78
7,,"Studio 5
Goodwin fort, Lake Amyfort",SN5 6DW,55173532911391751,768778622068,1,-7,"Studio 5
Goodwin fort, Lake Amyfort",SN5 6DW,739,312108356680,1,26,26
2,,"015 Nicola ridge, South Carlberg",M87 4SA,50286467324116017,163984524865,4,-7,"015 Nicola ridge, South Carlberg",M87 4SA,805,267952298410,4,8,8
-7,,"Flat 2
Albert flats, Hydeland",N3D 1RD,31918222028715085,888294376610,2,4,"Flat 2
Albert flats, Hydeland",N3D 1RD,444,655479740929,2,21,21
7,,"1 Terence island, Port Sallybury",RG0M 4TP,47804237927439693,137307578859,1,1,"1 Terence island, Port Sallybury",RG0M 4TP,451,178649105652,1,82,82
2,,"Flat 7
Jones forest, Lake Shane",-9,12522803983503623,324249793060,2,2,"Flat 7
Jones forest, Lake Shane",M3 9WQ,287,796131332845,2,67,67
7,,"Studio 2
Janice plains, Bethanchester",TF09 8TN,49063830743116102,812386139947,2,-7,"Studio 2
Janice plains, Bethanchester",TF09 8TN,489,672121881711,2,60,60
-3,,"90 Lynda terrace, North Shane",BR2 3XX,69262191739427839,886245602148,1,3,"90 Lynda terrace, North Shane",BR2 3XX,239,751308443097,1,83,83
6,,"Studio 2
Gavin track, Alicefort",W5 0XJ,30927969825325931,513546577767,2,5,"Studio 2
Gavin track, Alicefort",W5 0XJ,166,730663848582,2,19,19
2,,"Flat 89
Raymond alley, Bethanybury",L66 9HD,26032508919387484,836866615062,2,2,"Flat 89
Raymond alley, Bethanybury",L66 9HD,914,186165006463,2,67,67
-3,,"Flat 23
Foster center, Charliehaven",TS7A 3XP,65704242753175186,225293201180,2,2,"Flat 23
Foster center, Charliehaven",TS7A 3XP,339,435544538673,2,31,31
6,,"Flat 1
Amelia squares, Morganview",NN6B 4UW,30870043774099106,827970279618,2,1,"Flat 1
Amelia squares, Morganview",NN6B 4UW,191,974793919295,2,97,97
2,,"Studio 14
Pauline rest, Lake Adrianview",DY2X 9BX,79617484653595265,540006929101,3,2,"Studio 14
Pauline rest, Lake Adrianview",DY2X 9BX,362,250377903042,3,33,33
-3,,"02 Leslie ferry, Port Alanside",N3 9JB,19552916129367427,551260459899,2,4,"02 Leslie ferry, Port Alanside",N3 9JB,954,584716530423,2,51,51
4,,"470 Iqbal flats, Hargreavesview",DD71 6RH,54151756006889531,537772792744,3,1,"470 Iqbal flats, Hargreavesview",DD71 6RH,997,918173277840,3,18,18
5,,"Flat 66
Hall lights, West Kimberg",JE9A 6TZ,93169494359471937,374270132612,4,-7,"Flat 18
Glen lane, South Gregorymouth",JE9A 6TZ,827,907994144031,4,67,67
4,,"Flat 52p
Hayes port, East Daniellefort",DT4 1AS,18356782996645071,405840885857,2,4,"Flat 52p
Hayes port, East Daniellefort",DT4 1AS,962,201053296872,2,70,70
-3,,"Studio 61n
Wright forest, Mitchellfurt",S7 5LB,44809009600721764,10638126782,2,5,"Studio 61n
Wright forest, Mitchellfurt",S7 5LB,747,903294242608,2,61,61
4,,"Studio 52p
Anne prairie, Bethton",E4E 7ND,53400630739660889,603246409805,2,-9,"Studio 52p
Anne prairie, Bethton",E4E 7ND,536,378431954907,2,86,86
-7,,"2 Jones lights, Annfurt",PH6V 6TT,88206499997828618,977179340136,1,-7,"2 Jones lights, Annfurt",PH6V 6TT,101,395839155300,1,43,43
-9,,"Flat 5
Austin mews, Shepherdstad",BL21 5JN,10377696081570874,647010355349,5,-7,"Flat 5
Austin mews, Shepherdstad",BL21 5JN,190,286182284051,5,73,73
5,,"Flat 9
Sutton mission, New Oliviaton",W5Ws7FU,99128686015431636,446080090467,1,3,"Flat 9
Sutton mission, New Oliviaton",W5W 7FU,161,947535754229,1,42,42
7,,"Studio 82w
Josephine trail, Port Danny",TW74 0GB,33198802445125931,285309694727,5,3,"Studio 82w
Josephine trail, Port Danny",TW74 0GB,265,244995881055,5,48,48
6,,"Flat 3
Alan vista, East Declanborough",BD41 9SY,33776593312037199,384266692814,2,2,"Flat 3
Alan vista, East Declanborough",BD41 9SY,185,338215537954,2,37,37
1,,"2 Lyons springs, Dohertytown",FK0B 4RN,67986496953379653,94532725713,2,5,"2 Lyons springs, Dohertytown",FK0B 4RN,170,922170664018,2,29,29
7,,"Flat 7
White mall, West Jemmaberg",G3F 7LR,75297807236242093,952575494727,4,4,"Flat 7
White mall, West Jemmaberg",G3F 7LR,383,455926098531,4,63,63
1,,"731 Olivia squares, South Naomiside",M5E 6NB,24543951722689134,705903071783,2,-9,"731 Olivia squares, South Naomiside",M5E 6NB,822,339534360553,2,38,38
5,,"84 Smith vista, Lake Tracy",WN3B 2HS,11626196038153516,154522625361,4,4,"84 Smith vista, Lake Tracy",WN3B 2HS,666,756002813343,4,81,81
-3,,"27 Arthur corners, Frederickside",S65 2TV,16603234772408755,403649347002,3,4,"27 Arthur corners, Frederickside",S65 2TB,145,309775366004,3,58,58
6,,"1 Robin village, East Gail",M42 1QD,83548616956416661,253713006132,3,3,"1 Robin village, East Gail",M42 1QD,965,596838373759,3,67,67
5,,"Flat 44K
Angela isle, South Leonchester",SE9E 7DX,12183626698497321,934190535625,2,-9,"Flat 44K
Angela isle, South Leonchester",SE9E 7DX,908,343609332656,2,2,2
-9,,"8 Jean neck, Port Lynne",NR0 6GA,33471340544641110,910494835025,2,-9,"8 Jean neck, Port Lynne",NR0 6GA,650,970525939643,2,84,84
5,,"Studio 4
Bennett stream, Port Joyceview",DT74 4BQ,40556195381891935,240302144221,4,2,"Studio 4
Bennett stream, Port Joyceview",DT74 4BQ,251,722640377642,4,72,72
1,,"46 Aimee forest, East Bernardton",E7 8YL,79377356868379578,358492791349,2,4,"46 Aimee forest, East Bernardton",E7 8YL,813,930716142995,2,7,7
6,,"Flat 39c
Melanie underpass, Lake Kevin",PA23 0YY,16524105266877126,755226134840,1,-7,"Flat 39c
Melanie underpass, Lake Kevin",ST3 3HD,632,133639095392,1,34,34
1,,"044 Ali mission, Port Jenniferfort",B1 5YZ,93826663774435872,52817274158,2,-9,"044 Ali mission, Port Jenniferfort",B1 5YZ,259,684768264193,2,26,26
1,,"678 Barry path, Wardborough",ME8H 7FU,58358147579244044,531414454068,4,2,"678 Barry path, Wardborough",ME8H 7FU,953,93830531910,4,45,45
-9,,"Flat 68
Anderson parks, Leslieville",SO6N 3UL,45726618845279270,163134352760,2,4,"Flat 68
Anderson parks, Leslieville",SO6N 3UL,874,794202383364,2,76,76
1,,"567 Eleanor burg, Tommouth",DE1V 0HP,88316928084362386,628856708562,4,3,"567 Eleanor burg, Tommouth",DE1V 0HP,546,144971613521,4,96,96
1,,"2 Alexandra village, East Carolyn",GY9V 9PP,32350684276923109,665815127387,1,-9,"2 Alexandra village, East Carolyn",GY9V 9PP,157,188516545693,1,5,5
4,,"Flat 87W
Luke coves, East Josephine",WR6 9XN,38170562670278298,856920602499,4,4,"Flat 87W
Luke coves, East Josephine",WR6 9XN,765,3983857607,4,24,24
-9,,"92 Francis vista, New Sharonport",B2D 3JX,84335985364470105,822772908985,1,-7,"92 Francis vista, New Sharonport",B2D 3JX,410,738447419434,1,34,34
7,,"Studio 95G
Kelly cliff, Sheilamouth",PL7H 1GF,48509393336259912,254272773920,1,2,"Studio 95G
Kelly cliff, Sheilamouth",PL7H 1GF,119,410647600172,1,12,12
3,,"95 Katie circles, Coxfurt",PR8B 9YA,12137031994855581,32149049477,4,1,"95 Katie circles, Coxfurt",PR8B 9YA,821,238041775907,4,63,63
5,,"Flat 67n
Kieran bypass, Leannefurt",S1B 1PA,41657367660416348,83908380756,2,4,"Flat 67n
Kieran bypass, Leannefurt",S1B 1PA,909,653219235680,2,93,93
-3,,"Flat 42N
Timothy mills, Wilsonfort",M7S 6TJ,88655184603499679,502594779093,2,4,"Flat 42N
Timothy mills, Wilsonfort",M7S 6TJ,938,628285428888,2,82,82
7,,"Studio 6
Stephen grove, Jennahaven",N50 8QS,20744622045482189,74753098756,2,1,"Studio 6
Stephen grove, Jennahaven",N50 8QS,307,210026404244,2,42,42
-7,,"9 Campbell lock, New Vanessaton",HD60 2DQ,26124668953076991,255426209565,5,-9,"9 Campbell lock, New Vanessaton",HD60 2DQ,793,483257970121,5,96,96
2,,"Studio 81V
Amelia stravenue, West Liamshire",KT2P 7WS,27174518853927531,58121290571,2,5,"Studio 81V
Amelia stravenue, West Liamshire",KT2P 7WS,252,106538309662,2,55,55
3,,"Studio 0
Craig passage, East Paulchester",L5 0FF,42494173836531757,535452403841,2,2,"Studio 0
Craig passage, East Paulchester",L5 0FF,223,387343247066,2,7,7
-3,,"Studio 78O
Hugh greens, Mitchellburgh",HX88 6GG,82477597014309068,623680430320,1,2,"Studio 78O
Hugh greens, Mitchellburgh",HX88 6GG,557,657990869445,1,56,56
2,,-9,W6 8WR,52683525951857277,885799456762,3,4,"1 Luke views, Maureenstad",W6 8WR,381,316188406272,3,17,17
-9,,"Studio 39
Kerry fields, New Joantown",M4B 6NF,52984081009548484,727888552340,5,-7,"Studio 39
Kerry fields, New Joantown",M4B 6NF,179,194891936886,5,31,31
7,,"Flat 39
Lewis divide, Smithbury",HP50 2ZU,78519576994423473,102746683911,2,-7,"Flat 39
Lewis divide, Smithbury",HP50 2ZU,849,345151311884,2,47,47
6,,"60 Neil expressway, Ronaldville",BN69 5ZN,46880840093951668,631926987189,2,-9,"60 Neil expressway, Ronaldville",BN69 5ZN,642,793822578408,2,79,79
-7,,"Flat 03
Denis curve, Sharpland",CV0A 1LZ,48403954032798473,892400185062,5,2,"Flat 03
Denis curve, Sharpland",CV0A 1LZ,868,417032036687,5,36,36
4,,"Flat 4
Christian harbor, Lake Karl",HG19 1XU,18027036263923930,216005549770,2,1,"Flat 4
Christian harbor, Lake Karl",HG19 1XU,910,954055148131,2,81,81
1,,"1 Lindsey drives, West Leighstad",JE8X 1QW,10360863620480975,983064951699,4,-7,"1 Lindsey drives, West Leighstad",JE8X 1QW,584,910351637377,4,86,86
7,,"5 Hall gardens, Emmachester",PH2V 2FH,14022757557443754,963355708806,2,-9,"5 Hall gardens, Emmachester",PH2V 2FH,831,891604109250,2,77,77
6,,"Studio 21
Baker forks, Shortfort",N62 9LE,18738919213032338,7007776140,1,4,"Studio 21
Baker forks, Shortfort",N62 9LE,995,144304405053,1,4,4
2,,"92 Brown drives, North Harrietton",S3B 0NP,14717429747395909,242798708770,2,2,"92 Brown drives, North Harrietton",S3B 0NP,888,155318909822,2,23,23
7,,"89 Lewis forks, New Ashley",KW4M 5PW,57780570846267621,991761457496,2,2,"89 Lewis forks, New Ashley",KW4M 5PW,417,824610115739,2,81,81
-9,,"708 Kelly port, West Raymondberg",N4 0XE,37664896816579420,556795526527,2,-9,"708 Kelly port, West Raymondberg",N4 0XE,155,997773947939,2,31,31
1,,"Flat 42l
Judith lake, Hillside",PH9V 8RN,16025736614968519,192608965468,1,5,"Flat 42l
Judith lake, Hillside",PH9V 8RN,196,219913284030,1,28,28
6,,"451 Shane brooks, East Meganfort",W6G 1GT,38391760343723676,260069640508,2,3,"451 Shane brooks, East Meganfort",W6G 1GT,696,577003909214,2,58,58
1,,"Flat 16
Jeffrey field, Barrettside",TN3R 6QW,86298302395803666,319393316478,1,-7,"Flat 16
Jeffrey field, Barrettside",TN3R 6QW,150,819463863471,1,24,24
1,,"1 Thorpe overpass, East Natashaport",PL0W 9LW,72832017858918638,263364656511,4,2,"1 Thorpe overpass, East Natashaport",PL0W 9LW,278,115412783030,4,57,57
5,,"Studio 69
Diane harbor, East Keithland",TW6W 9XW,58763776816011184,798471301230,2,-7,"Studio 69
Diane harbor, East Keithland",TW6W 9XW,236,808674083999,2,46,46
4,,"Studio 73
Lloyd corners, Port Jenniferstad",BT56 2LR,30141734389220939,79707872843,2,-7,"Studio 73
Lloyd corners, Port Jenniferstad",BT56 2LR,893,26383851481,2,59,59
5,,"Studio 06i
Joshua ridge, Fisherport",UB62 5EA,75121336408456596,235721673466,1,1,"Studio 06i
Joshua ridge, Fisherport",UB62 5EA,670,902099249389,1,61,61
2,,"776 Abigail expressway, New Roy",M84 0FY,18036552639883440,54548256244,2,2,"776 Abigail expressway, New Roy",M84 0FY,457,850021350196,2,70,70
1,,"76 Morris roads, Port Neilhaven",DL7M 5HJ,13020505091882618,928130112476,3,1,"76 Morris roads, Port Neilhaven",DL7M 5HJ,215,540914119236,3,69,69
3,,"Flat 21F
Carol junction, Lawrencefurt",HG28 9AU,51112114310599862,245354292855,5,4,"Flat 21F
Carol junction, Lawrencefurt",HG28 9AU,971,742345585106,5,14,14
5,,"88 Harvey creek, Lake Susanburgh",DN3M 3DG,64139646932518988,898955176121,2,-7,"88 Harvey creek, Lake Susanburgh",DN3M 3DG,778,747924568002,2,79,79
2,,"97 Jones mission, West Lisa",CO6A 4UW,24657236704963758,802246397381,1,3,"97 Jones mission, West Lisa",CO6A 4UW,202,322688748301,1,36,36
2,,"Studio 7
Clarke throughway, Tomlinsonview",JE32 7ET,26308557493782591,573258911358,1,-9,"Studio 7
Clarke throughway, Tomlinsonview",JE32 7ET,506,33097301710,1,76,76
7,,"90 Vanessa villages, New Matthew",W3J 8AD,37297975166223966,89589716598,2,3,"90 Vanessa villages, New Matthew",W3J 8AD,546,515114407581,2,75,75
7,,"88 Charles ranch, Stewartborough",-9,36300062533333968,64443214322,2,-9,"88 Charles ranch, Stewartborough",CH4A 6NH,214,641514067918,2,94,94
6,,"84 Page cove, Hannahton",LU4 5AR,22988539376732560,994006955239,2,5,"84 Page cove, Hannahton",LU4 5AR,612,872339779573,2,43,43
6,,-9,DE9W 4EG,49735795155107028,404796524559,1,1,"Studio 12n
Allen ridge, Lake Karentown",DE9W 4EG,254,849997174107,1,36,36
3,,"647 Barry haven, Lake Dalehaven",CR16 1QQ,87834816740824499,971919218058,1,-7,"647 Barry haven, Lake Dalehaven",CR16 1QQ,873,701784365655,1,73,73
-7,,"Studio 7
Tom mills, CUrolyntown",DL3X 9HD,77998358420592789,138943873696,1,5,"Studio 7
Tom mills, Carolyntown",DL3X 9HD,644,744894533889,1,49,49
1,,"Studio 65i
Anderson heights, New Jessica",E75 0PA,48294015613764388,152051869747,1,2,"Studio 65i
Anderson heights, New Jessica",E75 0PA,249,839477554708,1,72,72
5,,"Flat 63N
Dawson pines, Knowlesland",W43 2BP,23048257903705533,868915850040,2,-9,"Flat 63N
Dawson pines, Knowlesland",W43 2BP,887,99763096716,2,57,57
-3,,"Flat 3
Elliot fords, New Marc",ZE1B 6NE,77712765940756263,223599026857,2,-9,"Flat 3
Elliot fords, New Marc",ZE1B 6NE,229,975852940481,2,2,2
1,,"1 Burgess heights, West Claire",LN0B 6AG,77513552819848477,137359096990,3,3,"1 Burgess heights, West Claire",LN0B 6AG,297,663649012360,3,39,39
4,,"Flat 35
Dyer lights, Stevensonfort",KW4 6DL,88750306259640982,758077645490,1,5,"Flat 35
Dyer lights, Stevensonfort",KW4 6DL,434,799148283924,1,48,48
-3,,"7 Danny views, Stevensborough",S3 4DJ,61051664595844029,664516671609,2,3,"7 Danny views, Stevensborough",S3 4DJ,788,628555957661,2,25,25
4,,"259 Lynne dale, Alisonport",SM4 7FT,58899715053834960,282296774125,1,2,"259 Lynne dale, Alisonport",SM4 7FT,551,730582009037,1,8,8
7,,"Flat 7
Singh trail, Alishire",E65 9JW,21899527171469741,155447797214,4,-9,"Flat 7
Singh trail, Alishire",E65 9JW,492,174691265004,4,90,90
5,,"897 Mary circle, O'Brienhaven",YO6X 3GH,16126151301806699,268306387187,2,-7,"897 Mary circle, O'Brienhaven",YO6X 3GH,519,648911102187,2,47,47
5,,"1 Melanie drive, New Holliemouth",TA55 6GU,61747833522444085,990766638677,2,5,"1 Melanie drive, New Holliemouth",TA55 6GU,734,776492239405,2,5,5
6,,"8 Brenda center, Huntchester",BH9Y 7JA,50205950959529190,143577760470,1,-9,"8 Brenda center, Huntchester",BH9Y 7JA,161,345195036565,1,9,9
7,,"Studio 52i
Begum way, New Elizabethstad",BR66 6GU,70796296828195779,727312455791,2,5,"Studio 52i
Begum way, New Elizabethstad",BR66 6GU,461,839431188549,2,15,15
7,,"3 Alice vista, New Laura",CM1 9BZ,98890041457778713,335334711353,3,-7,"3 Alice vista, New Laura",CM1 9BZ,880,221198154412,3,5,5
-7,,"Flat 6
Evans village, Chloestad",SG4 4XQ,76854470412946845,306258505397,2,4,"Flat 6
Evans village, Chloestad",SG4 4XQ,189,488714002350,2,17,17
-3,,"06 Matthew trafficway, East Donnaland",L2E 7EW,40197960543279422,891952459699,4,-9,"06 Matthew trafficway, East Donnaland",L2E 7EW,478,297626525169,4,14,14
