Household_ID,QID,Accommodation_Type,Resident_Count,Ownership_Type,From_Dummy,Any_Relationships,Census_Address,Census_Address_Postcode,Census_Address_UPRN,Census_Address_Output_Area,Census_Address_Country,Census_Address_Indicator,Resident_Count_Verify,Census_Address_Count,Census_Address_Count_Verify,Census_Address_Accommodation_Type,Census_Address_Ownership_Type
h39527220512858214,q1342117907707645,3,2,-9,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h63898608367197279,q6620978944528307,2,2,-9,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h26383990388892166,q9918281731196857,4,2,-7,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h91706528190550262,q3152532795656818,1,1,2,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h66978446836685805,q2245489959749306,3,1,1,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h13561307734886273,q2991315158369282,2,4,4,0,,-9,-9,-9,-9,-9,-9,4,-9,-9,-9,-9
h90381069633546918,q4100895980349280,-3,5,-7,0,,-9,-9,-9,-9,-9,-9,5,-9,-9,-9,-9
h43381226199078117,q1605123439067715,-3,2,1,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h77553241111597357,q4832079095212096,6,4,3,0,,-9,-9,-9,-9,-9,-9,4,-9,-9,-9,-9
h48000557429457468,q8997492694569447,-9,2,-9,0,,"19 Yates highway
Johnton",E7 1TR,320260092397,E00135660,408,49920889616,2,38,38,-7,1
h54410697857944131,q2900084800197825,4,3,3,0,,-9,-9,-9,-9,-9,-9,3,-9,-9,-9,-9
h72006776497617040,q4812578227918331,2,2,1,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h31604127137106996,q9878055116496441,2,1,4,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h47963101989416116,q2626097300179467,1,3,5,0,,-9,-9,-9,-9,-9,-9,3,-9,-9,-9,-9
h60999770253654671,q5236972994943627,3,2,4,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h35628306805843536,q6970291317400639,4,2,4,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h61582735788972273,q7914351914231878,-3,2,-9,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h38740960724240579,q2574050778457454,5,5,1,0,,-9,-9,-9,-9,-9,-9,5,-9,-9,-9,-9
h96616241670873832,q9624688608686916,1,2,4,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h63950038588981071,q1229589786898758,-7,1,2,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h99555329543265476,q3465267493064560,4,4,1,0,,-9,-9,-9,-9,-9,-9,4,-9,-9,-9,-9
h55256733978645686,q6040438529506544,-3,4,2,0,,-9,-9,-9,-9,-9,-9,4,-9,-9,-9,-9
h73565889885356778,q1035563000604678,2,2,1,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h39614671185988348,q4822392366551857,-9,3,-9,0,,"893 Natasha locks
North Lauraburgh",S7 8FA,661729065169,E00153389,197,403300860732,3,30,30,3,-7
h20453373720392508,q8239051684608363,5,2,-7,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h70632255136461165,q7815657462313439,1,2,3,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h56043857461385644,q6737284757419331,3,2,5,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h63215483780474074,q2417699276953284,-9,2,2,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h89946563494754525,q6783735199339566,7,3,5,0,,-9,-9,-9,-9,-9,-9,3,-9,-9,-9,-9
h43784144331354050,q6889851845945833,1,1,4,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h14544673024954962,q5734483065849738,-3,1,-9,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h94536899399371223,q3259592192147326,2,5,5,0,,-9,-9,-9,-9,-9,-9,5,-9,-9,-9,-9
h37448935172397151,q4241108587665489,-3,2,-7,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h89131732509118346,q9012406072798630,-9,2,-9,0,,"Flat 2
Jill hills
Keithfort",RH53 3WN,966199143891,E00141274,829,936385543926,2,55,55,-9,1
h11506852343698576,q2936907513269277,6,4,2,0,,-9,-9,-9,-9,-9,-9,4,-9,-9,-9,-9
h96889311889948492,q2415850939154708,7,4,3,0,,-9,-9,-9,-9,-9,-9,4,-9,-9,-9,-9
h60350848951388320,q3743244766497443,-9,4,3,0,,-9,-9,-9,-9,-9,-9,4,-9,-9,-9,-9
h94495088497100301,q4742956232383028,-7,2,-9,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h66568382842467867,q3922526035048343,4,3,-9,0,,-9,-9,-9,-9,-9,-9,3,-9,-9,-9,-9
h87642738600498011,q5114953643837001,3,3,1,0,,-9,-9,-9,-9,-9,-9,3,-9,-9,-9,-9
h14845548352780950,q1712736749354909,5,1,3,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h86539228547218000,q8499448435360180,1,1,4,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h21199399019097979,q5938062075695575,-9,2,-9,0,,"0 Angela plaza
Francishaven",S3E 1UJ,766738096048,E00164545,512,151505452884,2,78,78,5,-9
h93117160924263767,q7541896397208546,-9,2,-9,0,,"8 Nicola ford
West Francisstad",GY58 8AN,704821062869,E00135621,332,553150899214,2,42,42,3,2
h74026509840514581,q5327746051508914,1,2,2,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h15006644327460110,q5415482634347409,-3,1,2,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h22711027499163175,q9277477975427190,4,2,1,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h71572553827279754,q9464535710094797,1,5,4,0,,-9,-9,-9,-9,-9,-9,5,-9,-9,-9,-9
h22153991951265879,q7099483137389690,-9,1,-9,0,,"902 Lewis parkway
Guyborough",W9K 6HH,305197852769,E00120136,681,782150025387,1,46,46,4,-7
h43404287424964077,q8931508174336884,-3,3,2,0,,-9,-9,-9,-9,-9,-9,3,-9,-9,-9,-9
h70062905551797928,q7260755013749472,5,1,-7,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h76134997586589156,q8905749323091558,2,2,-9,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h13648303346464795,q5925585054291955,7,2,5,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h40897976539184338,q6019590118726347,3,1,-7,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h28721582948079095,q4866544756595924,-9,1,-9,0,,"455 Ali unions
Lisashire",TW1B 0JY,744819179632,E00135762,163,644380580793,1,5,5,-9,1
h35592241097128566,q8697684076142024,-9,2,1,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h93694309167798277,q8688407683706210,-3,2,-9,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h83831125167986934,q8253259838409922,3,2,5,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h64943978345126356,q7132790985485026,2,2,1,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h33826856711805515,q8054139794214768,3,3,2,0,,-9,-9,-9,-9,-9,-9,3,-9,-9,-9,-9
h65228852507280410,q7850711765275732,3,5,4,0,,-9,-9,-9,-9,-9,-9,5,-9,-9,-9,-9
h31851584422474464,q7088554231229414,-7,2,-9,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h27169289282762135,q3256775345805205,-9,2,-7,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h93565112238806271,q5475448865086875,7,5,-7,0,,-9,-9,-9,-9,-9,-9,5,-9,-9,-9,-9
h44453140595629201,q2699006435275419,-7,2,-7,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h45632085496711839,q3800502457796129,3,2,2,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h59821884779669043,q4090557813904412,-9,5,-9,0,,"Studio 83
Cook estate
Benjaminview",FY0 5LW,477148877771,E00153396,657,120900635340,5,18,18,6,1
h54981540321107356,q6180677464775683,3,2,-9,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h33825875928494242,q6811650200753639,6,1,4,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h14472049225507219,q3562358905487700,7,2,5,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h12475575104206152,q9708306226599025,1,1,3,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h43303805459607564,q3885746233790080,-9,1,-9,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h94709091182213104,q5440101902294685,-9,5,-9,0,,-9,-9,-9,-9,-9,-9,5,-9,-9,-9,-9
h49577611643138746,q9364947544661206,3,2,1,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h27076699970443136,q2888816930669868,1,3,3,0,,-9,-9,-9,-9,-9,-9,3,-9,-9,-9,-9
h23363717025812499,q9982075376337908,5,4,1,0,,-9,-9,-9,-9,-9,-9,4,-9,-9,-9,-9
h89799248655222521,q4060205736194666,3,1,-9,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h86311369273234681,q3716808574220901,7,1,2,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h78246363780852542,q7682770222781768,7,1,-9,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h75272787758381500,q5233894227298569,-3,5,4,0,,-9,-9,-9,-9,-9,-9,5,-9,-9,-9,-9
h98212833342800169,q5447217363071316,7,1,5,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h23505949376458615,q8585971516280075,6,2,4,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h69077315370681025,q6698054190960901,-3,3,-9,0,,-9,-9,-9,-9,-9,-9,3,-9,-9,-9,-9
h33684482912220709,q9621621975866630,7,1,2,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h89771991750199310,q1327166944585423,1,2,4,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h42089676061259886,q2710254152846541,4,2,2,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h44434726564540212,q5899736182794388,6,5,2,0,,-9,-9,-9,-9,-9,-9,5,-9,-9,-9,-9
h82521295014446371,q4356897390246383,-7,2,1,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h16892304606354753,q3226966481422512,3,2,4,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h57040783996994206,q7303169293675937,7,2,4,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h95541136487856482,q9754527069943464,1,3,-9,0,,-9,-9,-9,-9,-9,-9,3,-9,-9,-9,-9
h87130935499982226,q8977971250293184,1,5,-7,0,,-9,-9,-9,-9,-9,-9,5,-9,-9,-9,-9
h90343961924219802,q8449099896098487,7,5,-7,0,,-9,-9,-9,-9,-9,-9,5,-9,-9,-9,-9
h99385059896137604,q7395629020426355,7,2,-7,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h44218998234836127,q9826458968544406,-3,1,4,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h25313045884598147,q1298285003263859,7,4,1,0,,-9,-9,-9,-9,-9,-9,4,-9,-9,-9,-9
h63919559528232673,q1858612237892680,-3,4,3,0,,-9,-9,-9,-9,-9,-9,4,-9,-9,-9,-9
h55965476659237063,q5781125731755438,-9,4,-9,0,,"Studio 98X
Smith greens
Jonesland",LA6 4UZ,591902557206,E00153537,715,947995650741,4,71,71,5,5
h81945015263963254,q5512878183085428,1,1,1,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h58188096348129948,q7527281566193630,5,3,-9,0,,-9,-9,-9,-9,-9,-9,3,-9,-9,-9,-9
h50829234054264283,q1159866066874583,-9,2,2,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h66033905021327883,q1084690439874822,1,3,-9,0,,-9,-9,-9,-9,-9,-9,3,-9,-9,-9,-9
h22692105168229463,q4938329682150217,4,2,-7,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h76501158427073751,q1427277172366286,7,5,-9,0,,-9,-9,-9,-9,-9,-9,5,-9,-9,-9,-9
h45290624161529196,q8843279822922417,-9,2,4,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h75078046002054268,q3533986172025061,4,3,-7,0,,-9,-9,-9,-9,-9,-9,3,-9,-9,-9,-9
h27169981240406598,q9712701989417210,6,5,4,0,,-9,-9,-9,-9,-9,-9,5,-9,-9,-9,-9
h75317845204810300,q4852311553601155,4,1,3,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h10038250933701545,q2977215839837103,5,4,-7,0,,-9,-9,-9,-9,-9,-9,4,-9,-9,-9,-9
h90457341735148890,q5735292014808907,1,4,4,0,,-9,-9,-9,-9,-9,-9,4,-9,-9,-9,-9
h89757199471422081,q5251977249352406,3,5,2,0,,-9,-9,-9,-9,-9,-9,5,-9,-9,-9,-9
h76447879486104491,q1646879001904582,4,2,5,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h31032177037376703,q1270345463753470,3,1,3,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h55137408986093171,q5909483572818356,6,4,3,0,,-9,-9,-9,-9,-9,-9,4,-9,-9,-9,-9
h55115200609262195,q7954082820680918,-7,2,1,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h71811002873874309,q3380279950439805,-7,1,5,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h73041606811247018,q4723190396439084,5,1,-9,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h59901635526117598,q7665844228880054,3,5,2,0,,-9,-9,-9,-9,-9,-9,5,-9,-9,-9,-9
h70567507052481962,q2562762441027202,4,4,4,0,,-9,-9,-9,-9,-9,-9,4,-9,-9,-9,-9
h85438141457603823,q6295042993869930,-9,4,5,0,,-9,-9,-9,-9,-9,-9,4,-9,-9,-9,-9
h50875010277328646,q7409685589604287,6,2,1,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h55749615861234305,q5480411112834162,1,1,2,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h96428626784866768,q8208145425102071,4,4,-7,0,,-9,-9,-9,-9,-9,-9,4,-9,-9,-9,-9
h28184339367570957,q1588064137065571,6,1,1,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h96123250931179192,q7082367354279649,5,2,3,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h80137770673212286,q9185779247618473,-9,4,-9,0,,-9,-9,-9,-9,-9,-9,4,-9,-9,-9,-9
h20074854424112186,q1610717278226639,3,1,5,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h84218944752914425,q6965772687787654,3,2,-7,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h63395604155187960,q5170305571743253,-3,2,-9,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h53974291104994206,q6585715793389338,-3,1,4,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h84860616855598981,q9420867227189048,-9,2,-9,0,,"Flat 1
Holly cliffs
Wilsonmouth",YO62 2ES,34673804497,E00119898,198,137047350465,2,82,82,3,-9
h21333194119439262,q7482488765344296,7,2,1,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h78023316710535162,q9773768929504127,-7,2,-7,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h92377897983065135,q9917778331999911,-3,1,4,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h11353450329865678,q9117514764944885,-7,2,3,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h94591766982557518,q7051472394638039,-9,1,2,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h35311467320895239,q3993035640058681,3,2,-7,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h79453917372387747,q1208646669339159,4,2,-9,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h36302708435306949,q4270301725867800,5,2,-9,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h42532918477830179,q9782666929748053,-3,2,5,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h99178759304344762,q1189305009918211,5,1,1,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h90799676645285305,q7484568598725911,6,4,-7,0,,-9,-9,-9,-9,-9,-9,4,-9,-9,-9,-9
h84007964383722741,q2995716186663989,5,1,1,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h49088345351374833,q7716206118513318,4,2,-9,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h27200691579728512,q3353403264878636,7,2,-7,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h93133487721107937,q9179682506010574,2,1,1,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h91317229248070758,q5981070245411886,-9,4,-9,0,,"11 Cameron crossroad
Burgessstad",B6W 1HT,505615108400,E00152652,515,521909749877,4,17,17,5,3
h71795711403807728,q3346308717713006,-9,2,-9,0,,"87 Hunt centers
Lloydfort",SS39 2LF,325393534801,E00153681,737,166508743305,2,76,76,1,1
h99375741111457439,q1371890881198728,7,1,5,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h36177448832728693,q7420259087593073,-7,1,2,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h28224558035391999,q3285181034659146,3,1,5,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h47184108187316883,q7181560488817074,2,2,-7,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h55096986978403321,q2259996149440775,-9,5,-9,0,,"Flat 40
Wood motorway
Spencerberg",S14 2BF,809949747456,E00163912,202,409397505657,5,40,40,3,3
h99856701141196906,q2113837449609645,-7,3,5,0,,-9,-9,-9,-9,-9,-9,3,-9,-9,-9,-9
h48019665899906826,q6580023032345651,-3,2,3,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h34887572250925571,q5520652378544092,1,2,1,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h92398252754995199,q3733078875244421,2,1,-7,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h34529107611623687,q2457348857137206,-9,2,-9,0,,"Flat 36X
Pauline loop
Port Vanessabury",W9 1NA,801834409816,E00164506,944,945283513084,2,86,86,6,4
h42842889773354918,q5414049321378093,-7,2,3,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h70954026925110781,q4144175516342714,2,2,5,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h11358089468223475,q9123342248635460,2,2,1,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h71562514876043433,q7950247687616998,4,2,-9,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h29900481690835017,q2364861761031276,1,2,2,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h93232673278095560,q4789682855283356,7,1,2,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h44365358647574869,q4433806064545564,4,2,4,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h84401677295626680,q3370466991086443,6,2,3,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h88575445459326293,q1934120229501187,1,2,-7,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h99007704512652363,q5042603880569757,-9,2,-9,0,,"Flat 94j
McCarthy terrace
New Hayleytown",TW5 2GG,822147411210,E00153416,641,438775109296,2,28,28,5,-7
h52596483658564681,q1942012444831274,-9,3,1,0,,-9,-9,-9,-9,-9,-9,3,-9,-9,-9,-9
h71898661772557788,q5527109114109548,3,2,-9,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h14679211726285071,q2464580217119763,7,5,1,0,,-9,-9,-9,-9,-9,-9,5,-9,-9,-9,-9
h49464387383614605,q2837754657585399,-7,5,-7,0,,-9,-9,-9,-9,-9,-9,5,-9,-9,-9,-9
h55095712405118766,q9102677720561513,1,2,5,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h42113298166449148,q8366344512710380,5,4,-9,0,,-9,-9,-9,-9,-9,-9,4,-9,-9,-9,-9
h52410543338993020,q2306661564947691,7,5,3,0,,-9,-9,-9,-9,-9,-9,5,-9,-9,-9,-9
h44433029811211780,q8577026411909724,1,2,-9,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h89575814876955240,q1632610500887496,-7,2,1,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h62559611618844715,q9328503381300459,-3,2,2,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h93632611268467064,q9511229222855738,-3,3,3,0,,-9,-9,-9,-9,-9,-9,3,-9,-9,-9,-9
h53677051106349510,q3695688893558524,7,5,-7,0,,-9,-9,-9,-9,-9,-9,5,-9,-9,-9,-9
h38511616691350342,q7846627008941217,-9,2,2,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h68424719519267354,q9943148091903018,4,1,-7,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h29109663043584774,q5399843175387598,-9,1,2,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h52612038160420985,q3952528175917251,1,1,-9,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h29222339953078225,q7695981731904267,4,2,-7,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h95157565764868503,q2525031149451157,-9,4,3,0,,-9,-9,-9,-9,-9,-9,4,-9,-9,-9,-9
h32675470594548465,q3769757298634737,-9,2,-9,0,,"1 Andrew meadow
Leahbury",S1 4TL,816256824167,E00119941,715,437012948265,2,26,26,5,2
h14294075230428484,q8043449550052634,7,3,-9,0,,-9,-9,-9,-9,-9,-9,3,-9,-9,-9,-9
h71791597659803173,q2226834168785221,3,1,3,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h96717514576445756,q2611078127325526,1,2,5,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h73578227813966904,q1051014676684327,6,2,3,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h64013879347053841,q1966111076199083,1,2,2,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h17056322263025471,q8029375823579917,3,3,-7,0,,-9,-9,-9,-9,-9,-9,3,-9,-9,-9,-9
h99203845418217328,q9359473197664779,6,2,4,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h54383610627839612,q7450263904317383,5,4,5,0,,-9,-9,-9,-9,-9,-9,4,-9,-9,-9,-9
h19860507145647114,q7806582785405757,6,2,-9,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h71129443101860268,q6670521082435459,7,4,1,0,,-9,-9,-9,-9,-9,-9,4,-9,-9,-9,-9
h66866023400215808,q3310280141948555,1,2,4,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h34004399816177562,q4703644927432824,3,2,1,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h25948877281403144,q8907659325150743,3,1,1,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h41273544471609311,q6363427564277676,-7,2,-9,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h92215451496719484,q6871448031941774,-3,1,3,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h40315316354074148,q2942904201076050,-9,2,-9,0,,"06 Robert locks
South Jamieport",KA3P 1QP,3312388229,E00152642,581,122115906255,2,24,24,3,4
h90390291122851590,q8779869340507337,3,2,-9,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h35362876306232361,q5595712236251704,-9,3,-9,0,,"9 Lewis springs
North Jessica",M0C 3WE,119478693964,E00119925,957,344972836140,3,4,4,6,-9
h58965946897092319,q9410453362582383,-9,2,3,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h10071333152994938,q2501999682007346,4,2,2,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h34334069544922286,q4285916999142827,3,2,5,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h80424591602578555,q5131467293414236,2,2,-7,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h43972266412768975,q6247744905511298,-9,1,-9,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h61364840081442977,q5549793470242720,-9,2,-9,0,,"Studio 14
Ross causeway
West Stuartmouth",PR7 7GD,314825783764,E00141251,944,918065283838,2,39,39,7,4
h34997558208328195,q7933365889036868,4,4,2,0,,-9,-9,-9,-9,-9,-9,4,-9,-9,-9,-9
h11249931710662414,q3708147835639676,6,1,-9,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h38778847016617094,q8033682861958543,7,3,2,0,,-9,-9,-9,-9,-9,-9,3,-9,-9,-9,-9
h87264938736869509,q7160760246516616,-7,1,5,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h84179571646021080,q9961329494089211,4,2,4,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h65194450658282457,q4455192014891810,-9,3,-9,0,,"Flat 69c
Conor dale
Port Roger",CF73 9XA,851842382632,E00141271,434,679076863678,3,64,64,5,1
h13149721330934381,q7979235367824360,6,2,2,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h50697411343595318,q9239220939761253,-7,1,4,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h43878080377110571,q1487995928531520,2,2,4,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h24221040347361869,q6039667546779806,-9,1,1,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h19517809650355362,q3221880607996984,5,1,3,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h25777598444642418,q5856295537525096,-3,4,1,0,,-9,-9,-9,-9,-9,-9,4,-9,-9,-9,-9
h63616494580936660,q7780868064580145,3,1,5,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h35924919894357213,q3415844942733917,6,4,2,0,,-9,-9,-9,-9,-9,-9,4,-9,-9,-9,-9
h49702157718336252,q9888595587158879,4,3,-7,0,,-9,-9,-9,-9,-9,-9,3,-9,-9,-9,-9
h19550787365560402,q4768793776551864,2,1,1,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h13618572059376393,q4282272620063003,5,3,2,0,,-9,-9,-9,-9,-9,-9,3,-9,-9,-9,-9
h36385372932462785,q9780897776034025,2,1,4,0,,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9
h10031932797659517,q9952629477925546,4,2,4,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
h23483407030136969,q9336877689003425,-3,2,4,0,,-9,-9,-9,-9,-9,-9,2,-9,-9,-9,-9
